series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
neutron measurement current(chinese),0.541,0.607,0.633,0.645,0.667,0.658,0.669,0.670,0.670,0.671,0.672,0.672
neutron measurement current(english),0.663,0.668,0.665,0.670,0.674,0.676,0.676,0.675,0.677,0.680,0.680,0.680
neutron(chinese),0.509,0.565,0.584,0.597,0.617,0.609,0.619,0.621,0.621,0.622,0.623,0.623
neutron(english),0.665,0.666,0.666,0.667,0.667,0.668,0.668,0.668,0.668,0.668,0.669,0.669
