series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
neutron measurement current(chinese),1.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.84,0.92,0.73,0.59,0.51,0.49,0.54,0.46,0.41,0.40,0.40
neutron(chinese),1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.92,0.92,0.81,0.73,0.70,0.68,0.67,0.66,0.65,0.61,0.60
