scope,extra_docs,query_tag,lang,query,n_trials,pool_docs_mean,pool_chunks_mean,top1_score_mean,top1_score_std,top3_mean_score_mean,top3_mean_score_std,top10_mean_score_mean,top10_mean_score_std,max_score_mean,max_score_std,iaea_purity_topk_mean,iaea_purity_topk_std,first_iaea_rank_mean,first_iaea_rank_std
IAEA_only,0,core_term,en,neutron,1,13.0,17128.0,0.6899797916412354,0.0,0.6772045493125916,0.0,0.6650200426578522,0.0,0.6899797916412354,0.0,1.0,0.0,1.0,0.0
IAEA_only,0,core_term,zh,中子,1,13.0,17128.0,0.5201177000999451,0.0,0.51604030529658,0.0,0.5092087149620056,0.0,0.5201177000999451,0.0,1.0,0.0,1.0,0.0
IAEA_only,0,phrase,en,neutron measurement current,1,13.0,17128.0,0.6957577466964722,0.0,0.6854610641797384,0.0,0.6633236348628998,0.0,0.6957577466964722,0.0,1.0,0.0,1.0,0.0
IAEA_only,0,phrase,zh,中子测量电流,1,13.0,17128.0,0.5488024353981018,0.0,0.5465351541837057,0.0,0.5413747549057006,0.0,0.5488024353981018,0.0,1.0,0.0,1.0,0.0
IAEA_plus_10,10,core_term,en,neutron,10,23.0,28597.5,0.6899797916412354,0.0,0.6772045493125916,0.0,0.66579276740551,0.001084472962433731,0.6899797916412354,0.0,0.9199999999999999,0.12292725943057185,1.0,0.0
IAEA_plus_10,10,core_term,zh,中子,10,23.0,28597.5,0.5919600665569306,0.03831477513603918,0.5886010607083638,0.03708146285045267,0.5843021786212921,0.036196833278877634,0.5919600665569306,0.03831477513603918,0.0,0.0,0.0,0.0
IAEA_plus_10,10,phrase,en,neutron measurement current,10,23.0,28597.5,0.6957577466964722,0.0,0.6854610641797384,0.0,0.6647276467084884,0.0017653101783297704,0.6957577466964722,0.0,0.9199999999999999,0.10327955589886445,1.0,0.0
IAEA_plus_10,10,phrase,zh,中子测量电流,10,23.0,28597.5,0.6395679354667664,0.040680527453257696,0.6375884215037029,0.040561277564359226,0.6332428908348083,0.03957571703852508,0.6395679354667664,0.040680527453257696,0.0,0.0,0.0,0.0
IAEA_plus_15,15,core_term,en,neutron,10,28.0,32695.0,0.6899797916412354,0.0,0.6772045493125916,0.0,0.6668354558944702,0.0013977269075834819,0.6899797916412354,0.0,0.8099999999999999,0.1370320319406298,1.0,0.0
IAEA_plus_15,15,core_term,zh,中子,10,28.0,32695.0,0.6006965577602387,0.031315283152596365,0.5991278946399688,0.03151678147020502,0.5965594321489334,0.0317352453052153,0.6006965577602387,0.031315283152596365,0.0,0.0,0.0,0.0
IAEA_plus_15,15,phrase,en,neutron measurement current,10,28.0,32695.0,0.6980956673622132,0.0037644099077727084,0.6895612319310507,0.00660189728964914,0.6697661763429641,0.006736121601340252,0.6980956673622132,0.0037644099077727084,0.73,0.21628170930011115,1.6,0.9660917830792959
IAEA_plus_15,15,phrase,zh,中子测量电流,10,28.0,32695.0,0.6486422300338746,0.03478109293382586,0.647287130355835,0.03550808367944554,0.6446539252996445,0.03547958140718952,0.6486422300338746,0.03478109293382586,0.0,0.0,0.0,0.0
IAEA_plus_20,20,core_term,en,neutron,10,33.0,35960.6,0.6899797916412354,0.0,0.6772045493125916,0.0,0.6674677103757858,0.001010397889940665,0.6899797916412354,0.0,0.73,0.09486832980505139,1.0,0.0
IAEA_plus_20,20,core_term,zh,中子,10,33.0,35960.6,0.626770156621933,0.010463530845341384,0.6214570581912995,0.0063765919143203955,0.6169114768505096,0.0042557025257715046,0.626770156621933,0.010463530845341384,0.0,0.0,0.0,0.0
IAEA_plus_20,20,phrase,en,neutron measurement current,10,33.0,35960.6,0.7004335880279541,0.004024323468075077,0.693661399682363,0.007057725074439591,0.67405169069767,0.007195852611974204,0.7004335880279541,0.004024323468075077,0.5900000000000001,0.23781411975649291,2.2,1.0327955589886444
IAEA_plus_20,20,phrase,zh,中子测量电流,10,33.0,35960.6,0.6737884700298309,0.00426851516264262,0.6708753844102223,0.004040892728113493,0.6672895473241807,0.00336727574790933,0.6737884700298309,0.00426851516264262,0.0,0.0,0.0,0.0
IAEA_plus_25,25,core_term,en,neutron,10,38.0,42616.1,0.6899797916412354,0.0,0.6772045493125916,0.0,0.6678877073526382,0.0005766270046156253,0.6899797916412354,0.0,0.7,0.04714045207910318,1.0,0.0
IAEA_plus_25,25,core_term,zh,中子,10,38.0,42616.1,0.6196400463581085,0.016745143208343315,0.614789354801178,0.014002329262571271,0.6093021887540817,0.01437876194553532,0.6196400463581085,0.016745143208343315,0.0,0.0,0.0,0.0
IAEA_plus_25,25,phrase,en,neutron measurement current,10,38.0,42616.1,0.7012128949165344,0.0037644099077727084,0.6950281222661336,0.00660189728964914,0.6760291546583176,0.006087923332264001,0.7012128949165344,0.0037644099077727084,0.51,0.17919573407620817,2.4,0.9660917830792959
