experiment,extra_docs,query_mode,relevance,n_trials,n_probes_per_trial,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem,n_probes
corpus_decay,0,first_sentence,relaxed_doc,1,80,0.5875,0.0,0.0,0.775,0.0,0.0,0.825,0.0,0.0,0.6654315476190475,0.0,0.0,
corpus_decay,0,first_sentence,strict,1,80,0.4625,0.0,0.0,0.6,0.0,0.0,0.65,0.0,0.0,0.5232440476190476,0.0,0.0,
corpus_decay,5,first_sentence,relaxed_doc,10,80,0.57125,0.013241873818392251,0.004187448175467037,0.74875,0.019939143523342338,0.00630531081267565,0.80625,0.013501543121683028,0.004269562819149828,0.646889384920635,0.012150641942844338,0.003842370357256156,
corpus_decay,5,first_sentence,strict,10,80,0.45625,0.0065880784586841296,0.002083333333333335,0.59875,0.003952847075210461,0.0012499999999999957,0.6425,0.006454972243679063,0.0020412414523193257,0.5173219246031746,0.0050051252489853905,0.0015827595761211198,
corpus_decay,10,first_sentence,relaxed_doc,10,80,0.5575,0.017873008824606018,0.005651941652604391,0.73375,0.023607025790358827,0.007465197027987049,0.79375,0.01692508000965826,0.0053521802411104725,0.6321835317460318,0.01737003672676551,0.005492887909735485,
corpus_decay,10,first_sentence,strict,10,80,0.45,0.00833333333333334,0.0026352313834736513,0.59375,0.0065880784586841,0.002083333333333326,0.6375,0.005892556509887901,0.0018633899812498262,0.5088258928571429,0.008530109114148303,0.002697457349046986,
corpus_decay,15,first_sentence,relaxed_doc,10,80,0.56125,0.01608354922134897,0.005086064839889037,0.72,0.017873008824606018,0.005651941652604391,0.77625,0.010944937947136434,0.00346109327621587,0.6275347222222223,0.012133939165366772,0.003837088475248149,
corpus_decay,15,first_sentence,strict,10,80,0.45375000000000004,0.0060380736442456045,0.0019094065395649348,0.58875,0.009223309842157778,0.002916666666666668,0.63625,0.003952847075210461,0.0012499999999999957,0.5095704365079365,0.006484514832519749,0.00205058363919077,
corpus_decay,20,first_sentence,relaxed_doc,10,80,0.5549999999999999,0.02140872096444187,0.006770032003863296,0.7150000000000001,0.017480147469502546,0.0055277079839256725,0.77125,0.008436856971381933,0.0026679684322636938,0.6228988095238095,0.017325975910754434,0.005478954656319424,
corpus_decay,20,first_sentence,strict,10,80,0.44875,0.009223309842157782,0.0029166666666666694,0.5912499999999999,0.01029090752935706,0.00325427069829444,0.63625,0.003952847075210461,0.0012499999999999957,0.5073854166666667,0.00906417619578013,0.002866344189174551,
corpus_decay,25,first_sentence,relaxed_doc,10,80,0.55375,0.011858541225631415,0.0037499999999999973,0.7125,0.015590239111558123,0.004930066485916357,0.77125,0.013241873818392277,0.004187448175467045,0.6190362103174604,0.01070307117353328,0.003384608286725645,
corpus_decay,25,first_sentence,strict,10,80,0.45,0.005892556509887901,0.0018633899812498262,0.5862499999999999,0.010944937947136427,0.003461093276215868,0.6337499999999999,0.0060380736442455785,0.0019094065395649266,0.5060649801587301,0.005966727021399095,0.0018868447564093372,
corpus_decay,30,first_sentence,relaxed_doc,10,80,0.5337500000000001,0.008436856971381905,0.0026679684322636846,0.69875,0.0070955776524693325,0.002243818669639376,0.755,0.008740073734751231,0.0027638539919628232,0.6015104166666667,0.005101734803350023,0.0016133101996737296,
corpus_decay,30,first_sentence,strict,10,80,0.4425,0.006454972243679034,0.002041241452319317,0.58125,0.006588078458684159,0.0020833333333333446,0.63125,0.0065880784586841,0.002083333333333326,0.4983625992063492,0.004020746186531416,0.00127147158428755,
corpus_decay,35,first_sentence,relaxed_doc,10,80,0.52875,0.008436856971381912,0.002667968432263687,0.6912499999999999,0.0060380736442455785,0.0019094065395649266,0.7525000000000001,0.011486707293408503,0.0036324157862838895,0.5954325396825397,0.00681108879227903,0.00215385539292472,
