relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
relaxed_doc,0.8000,0.7675,0.7525,0.7361,0.7281,0.7226,0.7199,0.7173,0.7160,0.7135,0.7131,0.7125
strict,0.6500,0.6284,0.6235,0.6181,0.6150,0.6132,0.6129,0.6129,0.6125,0.6125,0.6125,0.6125
