series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
neutron measurement current(chinese),1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.91,0.92,0.78,0.58,0.46,0.55,0.46,0.47,0.35,0.30
neutron(chinese),1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.94,0.85,0.76,0.66,0.62,0.63,0.64,0.62,0.60,0.60
