scope,extra_docs,trial,query_tag,lang,query,pool_docs,pool_chunks,iaea_docs,extra_sampled,top1_score,top3_mean_score,top10_mean_score,max_score,iaea_count_topk,iaea_purity_topk,first_iaea_rank,retrieved_k,top_k
IAEA_only,0,0,core_term,zh,中子,13,17959,13,0,0.5201177000999451,0.51604030529658,0.5093286156654357,0.5201177000999451,10,1.0,1,10,10
IAEA_only,0,0,core_term,en,neutron,13,17959,13,0,0.6899797916412354,0.6764126618703207,0.6617378890514374,0.6899797916412354,10,1.0,1,10,10
IAEA_only,0,0,phrase,zh,中子测量电流,13,17959,13,0,0.5488024353981018,0.5465351541837057,0.5418043375015259,0.5488024353981018,10,1.0,1,10,10
IAEA_only,0,0,phrase,en,neutron measurement current,13,17959,13,0,0.6957577466964722,0.6854610641797384,0.6632489740848542,0.6957577466964722,10,1.0,1,10,10
IAEA_plus_5,5,0,core_term,zh,中子,18,28661,13,5,0.6251831650733948,0.6234392325083414,0.6201149344444274,0.6251831650733948,0,0.0,0,10,10
IAEA_plus_5,5,0,core_term,en,neutron,18,28661,13,5,0.6899797916412354,0.6764126618703207,0.6617378890514374,0.6899797916412354,10,1.0,1,10,10
IAEA_plus_5,5,0,phrase,zh,中子测量电流,18,28661,13,5,0.6755054593086243,0.6749671300252279,0.6712187349796295,0.6755054593086243,0,0.0,0,10,10
IAEA_plus_5,5,0,phrase,en,neutron measurement current,18,28661,13,5,0.6957577466964722,0.6854610641797384,0.6632489740848542,0.6957577466964722,10,1.0,1,10,10
IAEA_plus_5,5,1,core_term,zh,中子,18,19538,13,5,0.6376688480377197,0.6259249647458395,0.6179759204387665,0.6376688480377197,0,0.0,0,10,10
IAEA_plus_5,5,1,core_term,en,neutron,18,19538,13,5,0.6899797916412354,0.6764126618703207,0.6642775237560272,0.6899797916412354,7,0.7,1,10,10
IAEA_plus_5,5,1,phrase,zh,中子测量电流,18,19538,13,5,0.6772618889808655,0.6698199510574341,0.6654531598091126,0.6772618889808655,0,0.0,0,10,10
IAEA_plus_5,5,1,phrase,en,neutron measurement current,18,19538,13,5,0.7035508155822754,0.6991282900174459,0.6792947173118591,0.7035508155822754,4,0.4,3,10,10
IAEA_plus_5,5,2,core_term,zh,中子,18,19230,13,5,0.5600153803825378,0.5529676278432211,0.5467545211315155,0.5600153803825378,0,0.0,0,10,10
IAEA_plus_5,5,2,core_term,en,neutron,18,19230,13,5,0.6899797916412354,0.6764126618703207,0.6617378890514374,0.6899797916412354,10,1.0,1,10,10
IAEA_plus_5,5,2,phrase,zh,中子测量电流,18,19230,13,5,0.5922446846961975,0.5874267021814982,0.5816731989383698,0.5922446846961975,0,0.0,0,10,10
IAEA_plus_5,5,2,phrase,en,neutron measurement current,18,19230,13,5,0.6957577466964722,0.6854610641797384,0.6632489740848542,0.6957577466964722,10,1.0,1,10,10
IAEA_plus_5,5,3,core_term,zh,中子,18,25195,13,5,0.5843064188957214,0.5834656159083048,0.5809032618999481,0.5843064188957214,0,0.0,0,10,10
IAEA_plus_5,5,3,core_term,en,neutron,18,25195,13,5,0.6899797916412354,0.6764126618703207,0.6617378890514374,0.6899797916412354,10,1.0,1,10,10
IAEA_plus_5,5,3,phrase,zh,中子测量电流,18,25195,13,5,0.621367871761322,0.6185372074445089,0.6156418025493622,0.621367871761322,0,0.0,0,10,10
IAEA_plus_5,5,3,phrase,en,neutron measurement current,18,25195,13,5,0.6957577466964722,0.6854610641797384,0.6688985288143158,0.6957577466964722,7,0.7,1,10,10
IAEA_plus_5,5,4,core_term,zh,中子,18,18744,13,5,0.5397503972053528,0.5372742613156637,0.5344127357006073,0.5397503972053528,0,0.0,0,10,10
IAEA_plus_5,5,4,core_term,en,neutron,18,18744,13,5,0.6899797916412354,0.6764126618703207,0.6617378890514374,0.6899797916412354,10,1.0,1,10,10
IAEA_plus_5,5,4,phrase,zh,中子测量电流,18,18744,13,5,0.5827271342277527,0.5791850686073303,0.5747920274734497,0.5827271342277527,0,0.0,0,10,10
IAEA_plus_5,5,4,phrase,en,neutron measurement current,18,18744,13,5,0.6957577466964722,0.6854610641797384,0.6632489740848542,0.6957577466964722,10,1.0,1,10,10
IAEA_plus_5,5,5,core_term,zh,中子,18,20232,13,5,0.5600153803825378,0.5529676278432211,0.5467545211315155,0.5600153803825378,0,0.0,0,10,10
IAEA_plus_5,5,5,core_term,en,neutron,18,20232,13,5,0.6899797916412354,0.6764126817385355,0.6617378950119018,0.6899797916412354,10,1.0,1,10,10
IAEA_plus_5,5,5,phrase,zh,中子测量电流,18,20232,13,5,0.5922446846961975,0.5874267021814982,0.5818373918533325,0.5922446846961975,0,0.0,0,10,10
IAEA_plus_5,5,5,phrase,en,neutron measurement current,18,20232,13,5,0.6957577466964722,0.6854610641797384,0.6632489740848542,0.6957577466964722,10,1.0,1,10,10
IAEA_plus_5,5,6,core_term,zh,中子,18,25364,13,5,0.6376688480377197,0.6259249647458395,0.6179759204387665,0.6376688480377197,0,0.0,0,10,10
IAEA_plus_5,5,6,core_term,en,neutron,18,25364,13,5,0.6899797916412354,0.6764126618703207,0.6617378890514374,0.6899797916412354,10,1.0,1,10,10
IAEA_plus_5,5,6,phrase,zh,中子测量电流,18,25364,13,5,0.6772618889808655,0.6698199510574341,0.6654531598091126,0.6772618889808655,0,0.0,0,10,10
