experiment,extra_docs,query_mode,relevance,n_probes,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem
corpus_decay,0,first_sentence,relaxed_doc,80,0.7,0.4611488131266319,0.05155800469472481,0.8375,0.3712363878934856,0.041505489952565686,0.8875,0.31797420482911637,0.035550596854467306,0.7615624999999999,0.38310049282855957,0.04283193720891649
corpus_decay,0,first_sentence,strict,80,0.575,0.49746191254243755,0.05561793263309728,0.7125,0.45545220260830827,0.05092110427670921,0.75,0.4357446703305951,0.048717735184622316,0.6338541666666667,0.4468799945380013,0.04996270227858528
corpus_decay,5,first_sentence,relaxed_doc,800,0.6875,0.4638023725693965,0.016397890138711492,0.8225,0.38233031607267987,0.013517417957409399,0.86875,0.3378848105219837,0.01194603203900132,0.7478923611111111,0.39125929494194867,0.013833105032785967
corpus_decay,5,first_sentence,strict,800,0.575,0.4946522526622413,0.017488598109333613,0.71125,0.4534649662261607,0.01603240763245235,0.745,0.43613388535797903,0.015419661392093163,0.6315744047619047,0.44613157889330657,0.015773133236845913
corpus_decay,10,first_sentence,relaxed_doc,800,0.68125,0.4662834039143549,0.016485607843129316,0.8125,0.3905565490713581,0.013808259214258696,0.85625,0.3510555333339092,0.012411687409673364,0.7393958333333334,0.3980372169651032,0.014072740764032277
corpus_decay,10,first_sentence,strict,800,0.575,0.4946522526622413,0.017488598109333613,0.71,0.45404591961761065,0.016052947436584728,0.745,0.43613388535797903,0.015419661392093163,0.630702380952381,0.4466962141870749,0.015793096109101956
corpus_decay,15,first_sentence,relaxed_doc,800,0.68,0.4667679727932626,0.016502739940140693,0.8075,0.39451019995982417,0.013948041881942624,0.8525,0.35482548725818724,0.012544975408904256,0.7359895833333333,0.401029736104544,0.014178542292848734
corpus_decay,15,first_sentence,strict,800,0.575,0.4946522526622413,0.017488598109333613,0.7075,0.4551952915417758,0.016093583870668858,0.7425,0.43753061755907674,0.015469043332638054,0.6294434523809523,0.44769884191726306,0.015828544352453042
corpus_decay,20,first_sentence,relaxed_doc,800,0.67375,0.4691332913536625,0.016586366579826952,0.80375,0.3974082965826719,0.014050505070670098,0.8525,0.35482548725818724,0.012544975408904256,0.7310416666666667,0.40276390123742445,0.014239854289106586
corpus_decay,20,first_sentence,strict,800,0.575,0.4946522526622413,0.017488598109333613,0.70875,0.4546226894218671,0.016073339328573397,0.73875,0.439590704501762,0.015541878404988385,0.6284970238095238,0.44855464866691164,0.01585880169025613
corpus_decay,25,first_sentence,relaxed_doc,800,0.67,0.47050687657156126,0.016634930150932644,0.80625,0.39548254772738856,0.013982419566948444,0.85125,0.3560644813704633,0.012588780465836285,0.7282256944444444,0.4034979248041963,0.014265805941187341
corpus_decay,25,first_sentence,strict,800,0.575,0.4946522526622413,0.017488598109333613,0.71,0.45404591961761065,0.016052947436584728,0.73625,0.4409410093392839,0.01558961889035242,0.6273720238095238,0.4493201484287771,0.015885866193886718
