relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
relaxed_doc,0.8875,0.8688,0.8562,0.8525,0.8525,0.8512,0.8500,0.8500,0.8500,0.8500,0.8500,0.8500
strict,0.7500,0.7450,0.7450,0.7425,0.7388,0.7362,0.7338,0.7312,0.7263,0.7250,0.7250,0.7250
