model,chunk_size,chunk_overlap,query_id,query,family,language,extra_docs,n_trials,top1_score_mean,top1_score_std,top10_mean_score_mean,top10_mean_score_std,iaea_priority_top10_mean,iaea_priority_top10_std,first_iaea_rank_mean,first_iaea_rank_std
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,0,1,0.6124016046524048,,0.4675292372703552,,1.0,,1.0,
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,10,0.6124016046524048,0.0,0.4880635619163513,0.020453897055405443,0.52,0.35213633723318016,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,10,0.6124016046524048,0.0,0.5347437858581543,0.03995455595375242,0.2,0.14142135623730953,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,10,0.6124016046524048,0.0,0.5286249637603759,0.022467445367435862,0.15,0.08498365855987976,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,10,0.6124016046524048,0.0,0.5427108943462372,0.0264867013435714,0.1,0.0,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,10,0.6124016046524048,0.0,0.5568822860717774,0.025286609186576634,0.1,0.0,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,10,0.6124016046524048,0.0,0.5592175543308258,0.025502717864203592,0.1,0.0,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,10,0.6124016046524048,0.0,0.57263303399086,0.018787630296882903,0.1,0.0,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,40,10,0.6124016046524048,0.0,0.5744847357273102,0.01618356277771771,0.1,0.0,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,45,10,0.6124016046524048,0.0,0.5801827669143677,0.010832199539625297,0.1,0.0,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,50,10,0.6124016046524048,0.0,0.5776567220687866,0.012848542359005654,0.1,0.0,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,51,10,0.6124016046524048,0.0,0.5837513208389282,0.0,0.1,0.0,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,0,1,0.608095645904541,,0.5508915185928345,,1.0,,1.0,
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,5,10,0.622943103313446,0.03604794534860291,0.5655911147594452,0.013551276792955043,0.6599999999999999,0.2590581230363393,1.5,0.9718253158075502
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,10,10,0.6311774492263794,0.04747485855201274,0.5637967348098755,0.008875161148253331,0.7,0.2260776661041756,1.4,0.5163977794943222
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,15,10,0.6715064108371734,0.053735958083239686,0.5844978094100952,0.01878067938792184,0.44000000000000006,0.20655911179772887,2.8,1.6193277068654826
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,20,10,0.6493314504623413,0.05120916121112771,0.5809211909770966,0.019515917834216138,0.45999999999999996,0.22705848487901867,2.6,1.3498971154211057
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,25,10,0.7019157171249389,0.04147285523639489,0.5982498466968537,0.015681155634891118,0.27999999999999997,0.09189365834726813,3.5,1.8408935028645435
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,30,10,0.6988358736038208,0.047229883023700674,0.6078694760799408,0.021437934121283708,0.25,0.1269295517643985,4.9,1.8529256146249728
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,35,10,0.694134795665741,0.04443730526721997,0.6079982280731201,0.015819831037551108,0.24,0.09660917830792957,4.8,1.4757295747452437
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,40,10,0.7132299065589904,0.02532236111625725,0.6137084245681763,0.008413320297985413,0.21000000000000002,0.03162277660168379,5.1,0.9944289260117533
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,45,10,0.7052222728729248,0.033763148155009665,0.6090225040912628,0.009812826707591125,0.21000000000000002,0.03162277660168379,4.7,1.2516655570345725
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,50,10,0.7212375402450562,0.0,0.6191161870956421,0.0,0.2,0.0,6.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_phrase,neutron measurement current,baseline,en,51,10,0.7212375402450562,0.0,0.6191161870956421,0.0,0.2,0.0,6.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,0,1,0.3186507523059845,,0.22795863449573517,,1.0,,1.0,
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,5,10,0.3186507523059845,0.0,0.2290150433778763,0.0010517376731437895,0.86,0.107496769977314,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,10,10,0.3186507523059845,0.0,0.23314989656209945,0.0054200921880317296,0.6799999999999999,0.16865480854231357,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,15,10,0.3186507523059845,0.0,0.23970937281847,0.004086839678727157,0.5,0.08164965809277258,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,20,10,0.3186507523059845,0.0,0.23682990968227385,0.004676128211592765,0.5700000000000001,0.12516655570345725,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,10,0.3186507523059845,0.0,0.23767972588539124,0.003691428631124057,0.49000000000000005,0.07378647873726218,1.0,0.0
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,10,0.3186507523059845,0.0,0.24106118232011794,0.0030411401058478165,0.45999999999999996,0.0699205898780101,1.0,0.0
