series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
neutron measurement current(chinese),1.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.80,0.90,0.66,0.50,0.45,0.44,0.47,0.38,0.34,0.31,0.30
neutron(chinese),1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.84,0.89,0.70,0.58,0.53,0.52,0.50,0.51,0.51,0.50,0.50
