relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
relaxed_doc,0.8375,0.8337,0.8287,0.8075,0.8113,0.7925,0.7850,0.7775,0.7750,0.7700,0.7625
strict,0.6500,0.6462,0.6438,0.6375,0.6337,0.6350,0.6287,0.6300,0.6275,0.6262,0.6250
