relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
relaxed_doc,0.8500,0.8313,0.8275,0.8238,0.8225,0.8137,0.8137,0.8100,0.8113,0.8050,0.8000
strict,0.6750,0.6750,0.6750,0.6750,0.6750,0.6750,0.6750,0.6750,0.6750,0.6750,0.6750
