experiment,extra_docs,query_mode,relevance,n_trials,n_probes_per_trial,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem,n_probes
corpus_decay,0,first_sentence,relaxed_doc,1,80,0.525,0.0,0.0,0.7,0.0,0.0,0.7625,0.0,0.0,0.6042162698412699,0.0,0.0,
corpus_decay,0,first_sentence,strict,1,80,0.45,0.0,0.0,0.6,0.0,0.0,0.65,0.0,0.0,0.5093204365079365,0.0,0.0,
corpus_decay,5,first_sentence,relaxed_doc,10,80,0.5237499999999999,0.003952847075210496,0.0012500000000000067,0.6975,0.00527046276694728,0.0016666666666666607,0.76,0.00527046276694728,0.0016666666666666607,0.6007460317460318,0.004227043761305955,0.0013367086054931938,
corpus_decay,5,first_sentence,strict,10,80,0.44875,0.003952847075210477,0.001250000000000001,0.59875,0.003952847075210461,0.0012499999999999957,0.6475000000000001,0.007905694150420955,0.002500000000000002,0.5074002976190476,0.0034977476126252256,0.0011060849136312033,
corpus_decay,10,first_sentence,relaxed_doc,10,80,0.52125,0.006038073644245631,0.0019094065395649433,0.695,0.006454972243679006,0.002041241452319308,0.7537499999999999,0.010290907529357022,0.003254270698294428,0.5968045634920636,0.006817345900692274,0.0021558340643399658,
corpus_decay,10,first_sentence,strict,10,80,0.44625000000000004,0.0060380736442456045,0.0019094065395649348,0.5974999999999999,0.00527046276694728,0.0016666666666666607,0.645,0.010540925533894607,0.003333333333333336,0.5055843253968254,0.004279910433196764,0.0013534265150419696,
corpus_decay,15,first_sentence,relaxed_doc,10,80,0.52,0.006454972243679063,0.0020412414523193257,0.6900000000000001,0.009860132971832658,0.0031180478223116065,0.74875,0.00922330984215774,0.002916666666666656,0.5932212301587302,0.007594205604637123,0.0024014986730269473,
corpus_decay,15,first_sentence,strict,10,80,0.445,0.006454972243679034,0.002041241452319317,0.5962500000000001,0.0060380736442455785,0.0019094065395649266,0.6425,0.012076147288491209,0.0038188130791298697,0.5040287698412699,0.005363985868083923,0.0016962412680100682,
corpus_decay,20,first_sentence,relaxed_doc,10,80,0.5125,0.010206207261596585,0.0032274861218395167,0.68625,0.003952847075210461,0.0012499999999999957,0.745,0.008740073734751259,0.002763853991962832,0.5854017857142857,0.006592690076441542,0.0020847916549144854,
corpus_decay,20,first_sentence,strict,10,80,0.4375,0.010206207261596585,0.0032274861218395167,0.59375,0.0065880784586841,0.002083333333333326,0.64,0.012909944487358068,0.004082482904638634,0.49850446428571427,0.005671089612635931,0.0017933559990851553,
corpus_decay,25,first_sentence,relaxed_doc,10,80,0.51125,0.009223309842157778,0.002916666666666668,0.6799999999999999,0.013437096247164234,0.004249182927993983,0.74,0.014191155304938656,0.004487637339278749,0.5825932539682539,0.009775983233467733,0.003091437338537565,
corpus_decay,25,first_sentence,strict,10,80,0.43624999999999997,0.009223309842157782,0.0029166666666666694,0.5925,0.006454972243679006,0.002041241452319308,0.6375,0.013176156917368259,0.00416666666666667,0.49741765873015875,0.006767969875671523,0.002140219994252862,
corpus_decay,30,first_sentence,relaxed_doc,10,80,0.5075,0.006454972243679006,0.002041241452319308,0.67125,0.008436856971381933,0.0026679684322636938,0.7350000000000001,0.011486707293408524,0.003632415786283896,0.5769593253968254,0.004423217677192869,0.001398744244664888,
corpus_decay,30,first_sentence,strict,10,80,0.4325,0.006454972243679034,0.002041241452319317,0.5900000000000001,0.00527046276694728,0.0016666666666666607,0.6325000000000001,0.012076147288491209,0.0038188130791298697,0.49373363095238093,0.003599423527446905,0.0011382376610329812,
corpus_decay,35,first_sentence,relaxed_doc,10,80,0.5087499999999999,0.008436856971381905,0.0026679684322636846,0.6725,0.009860132971832709,0.0031180478223116225,0.725,0.010206207261596585,0.0032274861218395167,0.5767167658730158,0.007571504082872895,0.0023943198215142627,
corpus_decay,35,first_sentence,strict,10,80,0.43375,0.008436856971381919,0.0026679684322636894,0.5912499999999999,0.0060380736442455785,0.0019094065395649266,0.6325000000000001,0.012076147288491209,0.0038188130791298697,0.4945252976190476,0.005598083031638173,0.001770269291071707,
corpus_decay,40,first_sentence,relaxed_doc,10,80,0.50125,0.003952847075210461,0.0012499999999999957,0.66625,0.006038073644245631,0.0019094065395649433,0.7212500000000001,0.01185854122563143,0.0037500000000000025,0.5701438492063492,0.003832990791391193,0.0012120981151247487,
corpus_decay,40,first_sentence,strict,10,80,0.42625,0.003952847075210477,0.001250000000000001,0.5875,0.0,0.0,0.63,0.010540925533894607,0.003333333333333336,0.4893551587301587,0.0022009008007416245,0.0006959859434431937,
corpus_decay,45,first_sentence,relaxed_doc,10,80,0.5025000000000001,0.007905694150420955,0.002500000000000002,0.665,0.005270462766947327,0.0016666666666666754,0.71875,0.008838834764831839,0.0027950849718747354,0.5696696428571428,0.006210079828919394,0.001963799671085407,
corpus_decay,45,first_sentence,strict,10,80,0.42750000000000005,0.007905694150420955,0.002500000000000002,0.58875,0.003952847075210461,0.0012499999999999957,0.6275000000000001,0.007905694150420955,0.002500000000000002,0.4893308531746031,0.0047961390494207674,0.0015166723371044498,
corpus_decay,49,first_sentence,relaxed_doc,10,80,0.5,0.0,0.0,0.6625,0.0,0.0,0.7125,0.0,0.0,0.5664930555555555,0.0,0.0,
corpus_decay,49,first_sentence,strict,10,80,0.425,0.0,0.0,0.5875,0.0,0.0,0.625,0.0,0.0,0.48751488095238094,0.0,0.0,
query_construction,0,domain_term,relaxed_doc,1,,0.7317073170731707,0.4485749794573054,0.07005564203095158,0.8780487804878049,0.33129457822453967,0.051739520574625435,0.8780487804878049,0.33129457822453967,0.051739520574625435,0.7833333333333333,0.3763863263545405,0.05878166851022119,41
query_construction,0,domain_term,strict,1,,0.5121951219512195,0.5060608273474739,0.07903342315131538,0.6829268292682927,0.4711169913218957,0.07357611282438223,0.7073170731707317,0.46064641749526236,0.07194088392074452,0.5738482384823849,0.458821699248515,0.0716559108077632,41
query_construction,0,first_sentence,relaxed_doc,1,,0.525,0.5025252685881778,0.05618403304872527,0.7,0.4611488131266319,0.05155800469472481,0.7625,0.4282360049661484,0.04787824087586227,0.6042162698412699,0.4403127932538719,0.04922846685392342,80
query_construction,0,first_sentence,strict,1,,0.45,0.5006325113218328,0.055972416353102565,0.6,0.49298881801065664,0.05511782546095504,0.65,0.4799789024899355,0.05366327268666194,0.5093204365079365,0.4631606521980588,0.05178293514089984,80
query_construction,0,random_window,relaxed_doc,1,,0.569620253164557,0.4982930942624819,0.05606235314697092,0.7974683544303798,0.4044542646466311,0.04550465996318567,0.8860759493670886,0.31974917141296777,0.03597459240878513,0.666430580671087,0.4047510339093155,0.04553804911386697,79
query_construction,0,random_window,strict,1,,0.3670886075949367,0.4850909296170712,0.05457699357611242,0.5443037974683544,0.5012156594651515,0.05639116742189001,0.6075949367088608,0.49140618529724817,0.05528751535181457,0.4431936909785011,0.4499213749757065,0.050620109535316815,79
query_construction,0,title,relaxed_doc,1,,0.575,0.49746191254243755,0.05561793263309728,0.75,0.4357446703305951,0.048717735184622316,0.9125,0.28434913465623,0.03179119972172858,0.6359375,0.43090359413296714,0.0481764864115147,80
query_construction,0,title,strict,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.11180339887498948,0.012499999999999999,0.0020833333333333333,0.018633899812498248,0.0020833333333333333,80
