experiment,extra_docs,query_mode,relevance,n_probes,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem
corpus_decay,0,first_sentence,relaxed_doc,80,0.5875,0.49539014161069383,0.055386301601237926,0.7625,0.4282360049661484,0.04787824087586227,0.8,0.4025236843413021,0.045003516037040954,0.6625297619047619,0.42609823924191453,0.047639231401894466
corpus_decay,0,first_sentence,strict,80,0.475,0.5025252685881778,0.05618403304872527,0.5875,0.49539014161069383,0.055386301601237926,0.65,0.4799789024899355,0.05366327268666194,0.5301686507936508,0.46729045603628405,0.0522446612467004
corpus_decay,5,first_sentence,relaxed_doc,800,0.585,0.4930302714445644,0.017431252413434788,0.745,0.43613388535797903,0.015419661392093163,0.79125,0.4066695989416706,0.014377941555703445,0.6547430555555556,0.42996468771593704,0.015201547317734767
corpus_decay,5,first_sentence,strict,800,0.47375,0.49962282394598395,0.017664334342388892,0.58375,0.49324441209463105,0.017438823428724277,0.645,0.4788126741965108,0.016928584442120892,0.5278080357142857,0.4656579267343686,0.016463493885357026
corpus_decay,10,first_sentence,relaxed_doc,800,0.57375,0.49484039980239664,0.01749525011526685,0.72375,0.4474216917101427,0.01581874561290994,0.775,0.41784356109905524,0.014773000776413872,0.6421309523809523,0.43556613523070453,0.015399588393842397
corpus_decay,10,first_sentence,strict,800,0.46875,0.49933466371060076,0.0176541463395635,0.57875,0.49406838287700455,0.01746795519511007,0.63375,0.48208032453018024,0.017044113327595097,0.5230877976190476,0.46635132188458434,0.016488009105995
corpus_decay,15,first_sentence,relaxed_doc,800,0.57375,0.49484039980239664,0.01749525011526685,0.71375,0.4522904440812995,0.015990882003788093,0.765,0.4242640687119285,0.015,0.6387782738095238,0.43925616310112114,0.015530050580339344
corpus_decay,15,first_sentence,strict,800,0.46875,0.49933466371060076,0.0176541463395635,0.5775,0.49426624799280106,0.01747495078336707,0.63,0.4831063440636991,0.017080388596084153,0.5225084325396826,0.46692471841816974,0.016508281734855353
corpus_decay,20,first_sentence,relaxed_doc,800,0.56375,0.49622952570128487,0.017544363132418136,0.71,0.45404591961761065,0.016052947436584728,0.75375,0.4310953972752898,0.015241523937583304,0.6299097222222223,0.4414997446900741,0.01560937316812404
corpus_decay,20,first_sentence,strict,800,0.46375,0.49899617631799037,0.017642179003030455,0.57625,0.4944608699785301,0.01748183170966092,0.6225,0.4850647996142175,0.01714963045610535,0.518827876984127,0.46671335763013044,0.016500809002530377
