relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
relaxed_doc,0.8000,0.7913,0.7750,0.7650,0.7537,0.7525,0.7413,0.7413,0.7413,0.7375,0.7375
strict,0.6500,0.6450,0.6338,0.6300,0.6225,0.6200,0.6138,0.6150,0.6125,0.6138,0.6125
