relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
relaxed_doc,0.8125,0.7963,0.7888,0.7750,0.7737,0.7638,0.7588,0.7438,0.7425,0.7338,0.7250
strict,0.7000,0.7000,0.7000,0.7000,0.6962,0.6975,0.6912,0.6937,0.6925,0.6887,0.6875
