experiment,extra_docs,query_mode,relevance,n_trials,n_probes_per_trial,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem,n_probes
corpus_decay,0,first_sentence,relaxed_doc,1,80,0.5875,0.0,0.0,0.75,0.0,0.0,0.8125,0.0,0.0,0.654513888888889,0.0,0.0,
corpus_decay,0,first_sentence,strict,1,80,0.55,0.0,0.0,0.675,0.0,0.0,0.7,0.0,0.0,0.5994940476190476,0.0,0.0,
corpus_decay,5,first_sentence,relaxed_doc,10,80,0.58375,0.008436856971381926,0.0026679684322636916,0.74,0.012909944487358051,0.004082482904638628,0.79625,0.016718668873115745,0.005286907308520637,0.6453561507936508,0.012343711169422594,0.003903424207463597,
corpus_decay,5,first_sentence,strict,10,80,0.5487500000000001,0.003952847075210496,0.0012500000000000067,0.66875,0.006588078458684159,0.0020833333333333446,0.7,0.0,0.0,0.5972698412698413,0.003319532007371419,0.0010497281909124534,
corpus_decay,10,first_sentence,relaxed_doc,10,80,0.57625,0.010944937947136427,0.003461093276215868,0.73375,0.01449377260910507,0.0045833333333333325,0.7887500000000001,0.01811422093273682,0.005728219618694806,0.6371587301587301,0.012809865684751906,0.004050835208464847,
corpus_decay,10,first_sentence,strict,10,80,0.54625,0.006038073644245631,0.0019094065395649433,0.66875,0.006588078458684159,0.0020833333333333446,0.7,0.0,0.0,0.5953442460317461,0.004917162473239414,0.0015549433040543295,
corpus_decay,15,first_sentence,relaxed_doc,10,80,0.56375,0.00922330984215774,0.002916666666666656,0.71125,0.01904854908443744,0.006023680122833735,0.775,0.015590239111558102,0.00493006648591635,0.6224970238095239,0.010522496957085061,0.0033275057056579836,
corpus_decay,15,first_sentence,strict,10,80,0.5387500000000001,0.009223309842157785,0.0029166666666666703,0.6587500000000001,0.008436856971381905,0.0026679684322636846,0.7,0.0,0.0,0.5897207341269841,0.005798026720340631,0.0018334970370792512,
corpus_decay,20,first_sentence,relaxed_doc,10,80,0.56375,0.012430361575146895,0.003930825471690245,0.70375,0.014493772609105093,0.004583333333333339,0.7737499999999999,0.013756311682682652,0.004350127712046063,0.6231483134920635,0.010634817821458899,0.0033630246816760026,
corpus_decay,20,first_sentence,strict,10,80,0.5375,0.010206207261596585,0.0032274861218395167,0.6587500000000001,0.008436856971381905,0.0026679684322636846,0.6962499999999999,0.0060380736442455785,0.0019094065395649266,0.5893253968253969,0.0058083681883330926,0.001836767296399842,
corpus_decay,25,first_sentence,relaxed_doc,10,80,0.56125,0.007095577652469309,0.0022438186696393685,0.6975,0.015365907428821489,0.004859126579037754,0.76375,0.01712900399257871,0.0054166666666666625,0.617719742063492,0.008466948565625729,0.0026774842298872945,
corpus_decay,25,first_sentence,strict,10,80,0.53625,0.0070955776524693325,0.002243818669639376,0.6537499999999999,0.0060380736442455785,0.0019094065395649266,0.6975,0.00527046276694728,0.0016666666666666607,0.5876765873015872,0.004426473217015243,0.001399773736750096,
corpus_decay,30,first_sentence,relaxed_doc,10,80,0.555,0.008740073734751231,0.0027638539919628232,0.69375,0.013501543121683028,0.004269562819149828,0.75875,0.02128673295740801,0.006731456008918132,0.6145431547619047,0.009375172763844886,0.002964689939132572,
corpus_decay,30,first_sentence,strict,10,80,0.53,0.008740073734751259,0.002763853991962832,0.65125,0.003952847075210461,0.0012499999999999957,0.6912499999999999,0.0060380736442455785,0.0019094065395649266,0.5836264880952381,0.00520014497105478,0.0016444302271603475,
corpus_decay,35,first_sentence,relaxed_doc,10,80,0.55625,0.008838834764831813,0.002795084971874727,0.68875,0.00922330984215774,0.002916666666666656,0.74375,0.01473139127471973,0.004658474953124559,0.6095287698412698,0.0061025310037053915,0.0019297897463502476,
corpus_decay,35,first_sentence,strict,10,80,0.53125,0.008838834764831839,0.0027950849718747354,0.65,0.0,0.0,0.69375,0.0065880784586841,0.002083333333333326,0.5826597222222223,0.005406519399648007,0.001709691551677385,
corpus_decay,40,first_sentence,relaxed_doc,10,80,0.55625,0.008838834764831813,0.002795084971874727,0.6825,0.008740073734751231,0.0027638539919628232,0.7424999999999999,0.01881931631772702,0.00595119035711904,0.6091294642857144,0.007844256288624422,0.0024805716422152332,
corpus_decay,40,first_sentence,strict,10,80,0.53125,0.008838834764831839,0.0027950849718747354,0.65125,0.003952847075210461,0.0012499999999999957,0.6925,0.006454972243679006,0.002041241452319308,0.5827698412698413,0.005891848570006697,0.0018631661110027188,
corpus_decay,45,first_sentence,relaxed_doc,10,80,0.5537500000000001,0.0060380736442455785,0.0019094065395649266,0.6787500000000001,0.0060380736442455785,0.0019094065395649266,0.73375,0.013241873818392254,0.0041874481754670375,0.6059092261904762,0.00415210740142441,0.001313011647814419,
corpus_decay,45,first_sentence,strict,10,80,0.5287499999999999,0.0060380736442455785,0.0019094065395649266,0.65,0.0,0.0,0.68875,0.003952847075210461,0.0012499999999999957,0.5803794642857143,0.0032903117188209582,0.0010404879243417738,
corpus_decay,49,first_sentence,relaxed_doc,10,80,0.55,0.0,0.0,0.675,0.0,0.0,0.725,0.0,0.0,0.6023958333333334,0.0,0.0,
