series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
neutron measurement current(chinese),1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.90,0.90,0.76,0.58,0.45,0.54,0.49,0.51,0.43,0.40
neutron(chinese),1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.92,0.76,0.61,0.50,0.40,0.40,0.38,0.33,0.31,0.30
