series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
neutron measurement current(chinese),0.535,0.600,0.612,0.640,0.645,0.655,0.657,0.659,0.660,0.661,0.661
neutron measurement current(english),0.657,0.659,0.659,0.662,0.666,0.669,0.668,0.669,0.669,0.671,0.672
neutron(chinese),0.500,0.559,0.563,0.592,0.594,0.605,0.606,0.608,0.609,0.610,0.610
neutron(english),0.649,0.650,0.652,0.654,0.652,0.656,0.657,0.657,0.658,0.659,0.660
