series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
neutron measurement current(chinese),1.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.91,0.89,0.75,0.60,0.48,0.48,0.48,0.47,0.41,0.40
neutron(chinese),1.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.94,0.85,0.70,0.73,0.58,0.50,0.53,0.47,0.42,0.40
