relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
relaxed_doc,0.9000,0.8900,0.8775,0.8562,0.8500,0.8400,0.8300,0.8313,0.8213,0.8162,0.8125
strict,0.8000,0.7937,0.7750,0.7575,0.7562,0.7463,0.7438,0.7450,0.7400,0.7400,0.7375
