experiment,extra_docs,query_mode,relevance,n_probes,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem
corpus_decay,0,first_sentence,relaxed_doc,80,0.675,0.4713299255661338,0.05269628766978956,0.8625,0.34654716375821165,0.03874515077865563,0.9,0.3018927632559766,0.03375263702778072,0.7528472222222222,0.37675333065510175,0.042122302904713145
corpus_decay,0,first_sentence,strict,80,0.5625,0.49920823386588253,0.055813177292586294,0.7375,0.4427689056352855,0.0495030685661844,0.8,0.4025236843413021,0.045003516037040954,0.6315625,0.4369641794496758,0.04885408044909458
corpus_decay,5,first_sentence,relaxed_doc,800,0.6675,0.47140378329902677,0.01666664059238678,0.8575,0.3497809076467621,0.01236662258633055,0.89,0.31308549656635365,0.01106924388566131,0.7443313492063492,0.3806016979491769,0.013456302077548854
corpus_decay,5,first_sentence,strict,800,0.5625,0.49638871078041025,0.017549991174863798,0.735,0.4416092995701444,0.015613246518054529,0.79375,0.40486520261731923,0.014314146511858599,0.6292093253968254,0.436749115871514,0.015441413075498836
corpus_decay,10,first_sentence,relaxed_doc,800,0.66,0.4740051171283173,0.016758611631927843,0.85,0.3572948005052482,0.012632278815997783,0.8775,0.3280675012199408,0.011598937739977305,0.735202380952381,0.3872300283023194,0.013690648944581437
corpus_decay,10,first_sentence,strict,800,0.5625,0.49638871078041025,0.017549991174863798,0.7325,0.44293225919184415,0.015660020204041523,0.775,0.41784356109905524,0.014773000776413872,0.6263745039682539,0.4401707199523133,0.015562385047902276
corpus_decay,15,first_sentence,relaxed_doc,800,0.65,0.47726798647472896,0.016873971483976513,0.825,0.3802048061483085,0.013442269833359284,0.85625,0.3510555333339092,0.012411687409673364,0.7178898809523809,0.4013209236839522,0.014188837328448577
corpus_decay,15,first_sentence,strict,800,0.5625,0.49638871078041025,0.017549991174863798,0.72125,0.44866475522178334,0.015862694544836273,0.7575,0.4288632119548263,0.015162604268735065,0.6210411706349206,0.4451472686152291,0.015738332613224902
corpus_decay,20,first_sentence,relaxed_doc,800,0.6425,0.47956357923967335,0.016955132944523263,0.82,0.3844277967494573,0.013591575097907253,0.85,0.3572948005052482,0.012632278815997783,0.7122286706349206,0.40347890360346816,0.014265133440186283
corpus_decay,20,first_sentence,strict,800,0.5625,0.49638871078041025,0.017549991174863798,0.72,0.44927977407651326,0.01588443874497313,0.75625,0.4296122039784939,0.015189085135684566,0.6204459325396825,0.44570804341926223,0.015758158996557425
corpus_decay,25,first_sentence,relaxed_doc,800,0.6475,0.4780474994858836,0.016901531430787042,0.81375,0.3895518268244006,0.013772736918557064,0.84,0.3668353994134543,0.012969589925226458,0.7126279761904761,0.4068573301174661,0.014384578855075702
corpus_decay,25,first_sentence,strict,800,0.5625,0.49638871078041025,0.017549991174863798,0.71875,0.44989047478150046,0.01590603027546172,0.74625,0.43542844982688983,0.015394720479707007,0.6191284722222222,0.4473354439667379,0.015815696294698763
corpus_decay,30,first_sentence,relaxed_doc,800,0.645,0.4788126741965108,0.016928584442120892,0.8025,0.3983617892618843,0.014084216127634238,0.83,0.3758677902463589,0.013288933165640162,0.7075183531746032,0.41137042594826906,0.014544140888380977
corpus_decay,30,first_sentence,strict,800,0.5625,0.49638871078041025,0.017549991174863798,0.71625,0.45109899176951096,0.015948757803331787,0.74375,0.43683460037536676,0.015444435409116868,0.6182842261904762,0.4481665087968305,0.015845078873546966
corpus_decay,35,first_sentence,relaxed_doc,800,0.6425,0.47956357923967335,0.016955132944523263,0.79625,0.4030372020456561,0.014249516931846803,0.83125,0.3747652581929594,0.013249952771068446,0.7062876984126985,0.41148304224980214,0.014548122475905286
corpus_decay,35,first_sentence,strict,800,0.5625,0.49638871078041025,0.017549991174863798,0.71625,0.45109899176951096,0.015948757803331787,0.745,0.43613388535797903,0.015419661392093163,0.6183958333333333,0.44802076665662494,0.015839926110764766
corpus_decay,40,first_sentence,relaxed_doc,800,0.63875,0.4806633271246655,0.016994014903876937,0.79,0.4075630436425498,0.014409529596033789,0.82125,0.38338253117025056,0.013554619378947355,0.7014032738095238,0.4148917325701794,0.014668637877930471
corpus_decay,40,first_sentence,strict,800,0.5625,0.49638871078041025,0.017549991174863798,0.71375,0.4522904440812995,0.015990882003788093,0.74,0.438908647671986,0.015517764054513924,0.6177579365079365,0.4488506924865601,0.01586926841987622
