series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
neutron measurement current(chinese),1.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.91,0.89,0.75,0.60,0.44,0.46,0.48,0.46,0.41,0.40
neutron(chinese),1.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.94,0.86,0.66,0.73,0.60,0.49,0.49,0.40,0.35,0.30
