series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
neutron measurement current(chinese),1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.90,0.89,0.75,0.59,0.45,0.55,0.51,0.52,0.43,0.40
neutron(chinese),1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.94,0.89,0.74,0.69,0.58,0.56,0.59,0.55,0.51,0.50
