series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
neutron measurement current(chinese),0.541,0.607,0.633,0.645,0.667,0.658,0.670,0.671,0.670,0.671,0.672,0.672
neutron measurement current(english),0.660,0.665,0.661,0.667,0.672,0.673,0.674,0.672,0.675,0.678,0.678,0.678
neutron(chinese),0.510,0.566,0.584,0.596,0.617,0.609,0.619,0.621,0.621,0.622,0.623,0.623
neutron(english),0.654,0.656,0.656,0.659,0.661,0.662,0.662,0.663,0.664,0.663,0.664,0.664
