series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
neutron measurement current(chinese),1.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.80,0.92,0.68,0.52,0.46,0.44,0.47,0.38,0.34,0.31,0.30
neutron(chinese),1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.78,0.83,0.54,0.40,0.35,0.30,0.30,0.31,0.31,0.30,0.30
