series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
neutron measurement current(chinese),0.538,0.611,0.623,0.650,0.654,0.663,0.664,0.665,0.666,0.667,0.667
neutron measurement current(english),0.662,0.664,0.663,0.666,0.671,0.674,0.671,0.672,0.672,0.675,0.675
neutron(chinese),0.506,0.569,0.573,0.601,0.604,0.612,0.614,0.614,0.615,0.616,0.617
neutron(english),0.656,0.657,0.657,0.658,0.658,0.660,0.661,0.660,0.661,0.662,0.662
