scope,extra_docs,trial,query_tag,lang,query,pool_docs,pool_chunks,iaea_docs,extra_sampled,top1_score,top3_mean_score,top10_mean_score,max_score,iaea_count_topk,iaea_purity_topk,first_iaea_rank,retrieved_k,top_k
IAEA_only,0,0,core_term,zh,中子,13,8116,13,0,0.5112361907958984,0.507221003373464,0.5025506556034088,0.5112361907958984,10,1.0,1,10,10
IAEA_only,0,0,core_term,en,neutron,13,8116,13,0,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_only,0,0,phrase,zh,中子测量电流,13,8116,13,0,0.5418453812599182,0.5393928488095602,0.5371744990348816,0.5418453812599182,10,1.0,1,10,10
IAEA_only,0,0,phrase,en,neutron measurement current,13,8116,13,0,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_5,5,0,core_term,zh,中子,18,9233,13,5,0.6029064655303955,0.6005892952283224,0.5877501010894776,0.6029064655303955,0,0.0,0,10,10
IAEA_plus_5,5,0,core_term,en,neutron,18,9233,13,5,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_plus_5,5,0,phrase,zh,中子测量电流,18,9233,13,5,0.6574752926826477,0.6551188429196676,0.6368167757987976,0.6574752926826477,0,0.0,0,10,10
IAEA_plus_5,5,0,phrase,en,neutron measurement current,18,9233,13,5,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_5,5,1,core_term,zh,中子,18,11267,13,5,0.5112361907958984,0.507221003373464,0.5025506556034088,0.5112361907958984,10,1.0,1,10,10
IAEA_plus_5,5,1,core_term,en,neutron,18,11267,13,5,0.6627007722854614,0.6610876520474752,0.6522407770156861,0.6627007722854614,7,0.7,1,10,10
IAEA_plus_5,5,1,phrase,zh,中子测量电流,18,11267,13,5,0.5418453812599182,0.5393928488095602,0.5371744990348816,0.5418453812599182,10,1.0,1,10,10
IAEA_plus_5,5,1,phrase,en,neutron measurement current,18,11267,13,5,0.7035508155822754,0.691765566666921,0.6740899741649627,0.7035508155822754,4,0.4,2,10,10
IAEA_plus_5,5,2,core_term,zh,中子,18,10639,13,5,0.6031417846679688,0.5898881753285726,0.5457906723022461,0.6031417846679688,0,0.0,0,10,10
IAEA_plus_5,5,2,core_term,en,neutron,18,10639,13,5,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_plus_5,5,2,phrase,zh,中子测量电流,18,10639,13,5,0.6654865145683289,0.6451871395111084,0.5972298741340637,0.6654865145683289,0,0.0,0,10,10
IAEA_plus_5,5,2,phrase,en,neutron measurement current,18,10639,13,5,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_5,5,3,core_term,zh,中子,18,9994,13,5,0.5756810307502747,0.5728492339452108,0.5699288010597229,0.5756810307502747,0,0.0,0,10,10
IAEA_plus_5,5,3,core_term,en,neutron,18,9994,13,5,0.6627007722854614,0.6610876520474752,0.6500552892684937,0.6627007722854614,9,0.9,1,10,10
