experiment,extra_docs,query_mode,relevance,n_probes,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem
corpus_decay,0,first_sentence,relaxed_doc,80,0.6875,0.4664368029425214,0.05214921992935759,0.8375,0.3712363878934856,0.041505489952565686,0.8625,0.34654716375821165,0.03874515077865563,0.7513690476190475,0.38979375799360116,0.04358026700393971
corpus_decay,0,first_sentence,strict,80,0.5,0.5031546054266276,0.05625439504630119,0.6875,0.4664368029425214,0.05214921992935759,0.7125,0.45545220260830827,0.05092110427670921,0.5694940476190476,0.45224595773800375,0.05056263520258367
corpus_decay,10,first_sentence,relaxed_doc,800,0.655,0.47566566228586155,0.016817320768996145,0.82,0.3844277967494573,0.013591575097907253,0.8475,0.35972976924853534,0.012718367961515565,0.7248779761904762,0.3988642673132016,0.014101981409508432
corpus_decay,10,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.685,0.46480647190029584,0.01643339041100468,0.70375,0.45688824792159083,0.016153438917489868,0.5675535714285714,0.45121790587080923,0.015952962051702123
corpus_decay,15,first_sentence,relaxed_doc,800,0.64625,0.47843187479883637,0.016915121150302522,0.81375,0.3895518268244006,0.013772736918557064,0.84625,0.3609345920310989,0.012760964879499502,0.7175749007936508,0.4016491566421126,0.014200442115974782
corpus_decay,15,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.685,0.46480647190029584,0.01643339041100468,0.70125,0.4579963300048073,0.01619261553524755,0.5658452380952381,0.4521047575785457,0.01598431699452449
corpus_decay,20,first_sentence,relaxed_doc,800,0.6425,0.47956357923967335,0.016955132944523263,0.805,0.3964485645457844,0.014016573419099843,0.83875,0.36799145321195476,0.013010462599243267,0.7125143849206349,0.4054492261255797,0.014334794861011765
corpus_decay,20,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.68375,0.4653026657063032,0.01645093351125521,0.70125,0.4579963300048073,0.01619261553524755,0.5659895833333334,0.45203487578467444,0.0159818463000081
corpus_decay,25,first_sentence,relaxed_doc,800,0.64125,0.4799337016166236,0.01696821874665378,0.80125,0.39930908727949077,0.014117708170236944,0.835,0.37141275461791307,0.013131423870475075,0.7111959325396825,0.40642916547366265,0.014369440948920814
corpus_decay,25,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.685,0.46480647190029584,0.01643339041100468,0.70125,0.4579963300048073,0.01619261553524755,0.5651160714285715,0.45243146068543044,0.015995867693640135
corpus_decay,30,first_sentence,relaxed_doc,800,0.63375,0.48208032453018024,0.017044113327595097,0.79,0.4075630436425498,0.014409529596033789,0.825,0.3802048061483085,0.013442269833359284,0.7034925595238096,0.4107886785860122,0.014523573013141515
corpus_decay,30,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.68,0.4667679727932626,0.016502739940140693,0.7,0.45854424926681786,0.016211987406533075,0.5633809523809523,0.45332708188478643,0.01602753268481209
corpus_decay,35,first_sentence,relaxed_doc,800,0.62875,0.4834413945634691,0.017092234420105514,0.78875,0.40845070384544546,0.014440913123476637,0.81875,0.3854661693451671,0.013628287113098487,0.6999494047619048,0.4119192404109975,0.014563544409791402
corpus_decay,35,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.6825,0.46579497227347144,0.016468339176858575,0.7,0.45854424926681786,0.016211987406533075,0.5626755952380953,0.45359922773913014,0.016037154493766
corpus_decay,40,first_sentence,relaxed_doc,800,0.6325,0.4824258164064391,0.017056328310022476,0.79,0.4075630436425498,0.014409529596033789,0.8175,0.38649770451387305,0.013664757388739707,0.7000044642857142,0.41356087295877453,0.014621584885128887
corpus_decay,40,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.67625,0.46819862231474135,0.01655332103904764,0.7,0.45854424926681786,0.016211987406533075,0.5627723214285715,0.4538024366421541,0.016044339013432288
corpus_decay,45,first_sentence,relaxed_doc,800,0.62875,0.4834413945634691,0.017092234420105514,0.78875,0.40845070384544546,0.014440913123476637,0.81625,0.38752245685664494,0.013700987855270247,0.697844246031746,0.41370953449101705,0.014626840864006401
corpus_decay,45,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.67875,0.46724869092804044,0.016519735892787733,0.7,0.45854424926681786,0.016211987406533075,0.5619627976190477,0.4540780247663318,0.016054082525003312
corpus_decay,5,first_sentence,relaxed_doc,800,0.66125,0.4735808125151167,0.0167436101984637,0.82625,0.3791313931430411,0.013404318952607365,0.855,0.3523211073770336,0.01245643220907271,0.7316359126984128,0.3948423673158711,0.013959785771440103
