scope,extra_docs,trial,query_tag,lang,query,pool_docs,pool_chunks,iaea_docs,extra_sampled,top1_score,top3_mean_score,top10_mean_score,max_score,iaea_count_topk,iaea_purity_topk,first_iaea_rank,retrieved_k,top_k
IAEA_only,0,0,core_term,zh,中子,13,8031,13,0,0.5112361907958984,0.507221003373464,0.5025793790817261,0.5112361907958984,10,1.0,1,10,10
IAEA_only,0,0,core_term,en,neutron,13,8031,13,0,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_only,0,0,phrase,zh,中子测量电流,13,8031,13,0,0.5418453812599182,0.5393928488095602,0.5371744990348816,0.5418453812599182,10,1.0,1,10,10
IAEA_only,0,0,phrase,en,neutron measurement current,13,8031,13,0,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_5,5,0,core_term,zh,中子,18,9140,13,5,0.6029064655303955,0.6005892952283224,0.5877501010894776,0.6029064655303955,0,0.0,0,10,10
IAEA_plus_5,5,0,core_term,en,neutron,18,9140,13,5,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_plus_5,5,0,phrase,zh,中子测量电流,18,9140,13,5,0.6574752926826477,0.6551188429196676,0.6368167757987976,0.6574752926826477,0,0.0,0,10,10
IAEA_plus_5,5,0,phrase,en,neutron measurement current,18,9140,13,5,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_5,5,1,core_term,zh,中子,18,11154,13,5,0.5112361907958984,0.507221003373464,0.5025793761014938,0.5112361907958984,10,1.0,1,10,10
IAEA_plus_5,5,1,core_term,en,neutron,18,11154,13,5,0.6627007722854614,0.6610876520474752,0.6522407770156861,0.6627007722854614,7,0.7,1,10,10
IAEA_plus_5,5,1,phrase,zh,中子测量电流,18,11154,13,5,0.5418453812599182,0.5393928488095602,0.5371744990348816,0.5418453812599182,10,1.0,1,10,10
IAEA_plus_5,5,1,phrase,en,neutron measurement current,18,11154,13,5,0.7035508155822754,0.6917656064033508,0.6740899860858918,0.7035508155822754,4,0.4,2,10,10
IAEA_plus_5,5,2,core_term,zh,中子,18,10538,13,5,0.6031417846679688,0.5898881753285726,0.5457906723022461,0.6031417846679688,0,0.0,0,10,10
IAEA_plus_5,5,2,core_term,en,neutron,18,10538,13,5,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_plus_5,5,2,phrase,zh,中子测量电流,18,10538,13,5,0.6654865145683289,0.6451871395111084,0.5972298741340637,0.6654865145683289,0,0.0,0,10,10
IAEA_plus_5,5,2,phrase,en,neutron measurement current,18,10538,13,5,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_5,5,3,core_term,zh,中子,18,9890,13,5,0.576902449131012,0.5747781793276469,0.5710408926010132,0.576902449131012,0,0.0,0,10,10
IAEA_plus_5,5,3,core_term,en,neutron,18,9890,13,5,0.6627007722854614,0.6610876520474752,0.6500552892684937,0.6627007722854614,9,0.9,1,10,10
IAEA_plus_5,5,3,phrase,zh,中子测量电流,18,9890,13,5,0.6156619191169739,0.6132459044456482,0.607781457901001,0.6156619191169739,0,0.0,0,10,10
IAEA_plus_5,5,3,phrase,en,neutron measurement current,18,9890,13,5,0.6875819563865662,0.6807515223821005,0.662755012512207,0.6875819563865662,8,0.8,1,10,10
IAEA_plus_5,5,4,core_term,zh,中子,18,10081,13,5,0.6207481026649475,0.6181416908899943,0.6119520425796509,0.6207481026649475,0,0.0,0,10,10
IAEA_plus_5,5,4,core_term,en,neutron,18,10081,13,5,0.6627007722854614,0.6610876520474752,0.6522407770156861,0.6627007722854614,7,0.7,1,10,10
IAEA_plus_5,5,4,phrase,zh,中子测量电流,18,10081,13,5,0.6654865145683289,0.6632282535235087,0.6601292490959167,0.6654865145683289,0,0.0,0,10,10
IAEA_plus_5,5,4,phrase,en,neutron measurement current,18,10081,13,5,0.7035508155822754,0.691765566666921,0.6740899741649627,0.7035508155822754,4,0.4,2,10,10
IAEA_plus_5,5,5,core_term,zh,中子,18,10434,13,5,0.6031417846679688,0.5898881753285726,0.5541894972324372,0.6031417846679688,0,0.0,0,10,10
IAEA_plus_5,5,5,core_term,en,neutron,18,10434,13,5,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_plus_5,5,5,phrase,zh,中子测量电流,18,10434,13,5,0.6654865145683289,0.6451871395111084,0.5979482531547546,0.6654865145683289,0,0.0,0,10,10
IAEA_plus_5,5,5,phrase,en,neutron measurement current,18,10434,13,5,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_5,5,6,core_term,zh,中子,18,8711,13,5,0.6207481026649475,0.6181416908899943,0.6119520425796509,0.6207481026649475,0,0.0,0,10,10
IAEA_plus_5,5,6,core_term,en,neutron,18,8711,13,5,0.6627007722854614,0.6614515781402588,0.6532676160335541,0.6627007722854614,8,0.8,1,10,10
IAEA_plus_5,5,6,phrase,zh,中子测量电流,18,8711,13,5,0.6621338725090027,0.6619506279627482,0.6592917323112488,0.6621338725090027,0,0.0,0,10,10
IAEA_plus_5,5,6,phrase,en,neutron measurement current,18,8711,13,5,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_5,5,7,core_term,zh,中子,18,9815,13,5,0.5112361907958984,0.507221003373464,0.5025793790817261,0.5112361907958984,10,1.0,1,10,10
IAEA_plus_5,5,7,core_term,en,neutron,18,9815,13,5,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_plus_5,5,7,phrase,zh,中子测量电流,18,9815,13,5,0.5418453812599182,0.5393928488095602,0.5371744990348816,0.5418453812599182,10,1.0,1,10,10
IAEA_plus_5,5,7,phrase,en,neutron measurement current,18,9815,13,5,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_5,5,8,core_term,zh,中子,18,10772,13,5,0.54560387134552,0.5408257246017456,0.5380343675613404,0.54560387134552,0,0.0,0,10,10
IAEA_plus_5,5,8,core_term,en,neutron,18,10772,13,5,0.6627007722854614,0.6610876520474752,0.6522407770156861,0.6627007722854614,7,0.7,1,10,10
IAEA_plus_5,5,8,phrase,zh,中子测量电流,18,10772,13,5,0.5783096551895142,0.5773650606473287,0.5743835270404816,0.5783096551895142,0,0.0,0,10,10
IAEA_plus_5,5,8,phrase,en,neutron measurement current,18,10772,13,5,0.7035508155822754,0.691765566666921,0.6740899801254272,0.7035508155822754,4,0.4,2,10,10
IAEA_plus_5,5,9,core_term,zh,中子,18,9016,13,5,0.5446316599845886,0.542344351609548,0.5387121140956879,0.5446316599845886,0,0.0,0,10,10
IAEA_plus_5,5,9,core_term,en,neutron,18,9016,13,5,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_plus_5,5,9,phrase,zh,中子测量电流,18,9016,13,5,0.5816555023193359,0.5796078046162924,0.5767114222049713,0.5816555023193359,0,0.0,0,10,10
IAEA_plus_5,5,9,phrase,en,neutron measurement current,18,9016,13,5,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_10,10,0,core_term,zh,中子,23,13306,13,10,0.5469182133674622,0.5445239146550497,0.5398293733596802,0.5469182133674622,0,0.0,0,10,10
IAEA_plus_10,10,0,core_term,en,neutron,23,13306,13,10,0.6627007722854614,0.6610876520474752,0.649569284915924,0.6627007722854614,10,1.0,1,10,10
IAEA_plus_10,10,0,phrase,zh,中子测量电流,23,13306,13,10,0.596697986125946,0.5937711397806803,0.5905646085739136,0.596697986125946,0,0.0,0,10,10
IAEA_plus_10,10,0,phrase,en,neutron measurement current,23,13306,13,10,0.6875819563865662,0.6807515223821005,0.6590442776679992,0.6875819563865662,10,1.0,1,10,10
IAEA_plus_10,10,1,core_term,zh,中子,23,14384,13,10,0.6029064655303955,0.6005892952283224,0.5877501010894776,0.6029064655303955,0,0.0,0,10,10
IAEA_plus_10,10,1,core_term,en,neutron,23,14384,13,10,0.6627007722854614,0.6610876520474752,0.6502681851387024,0.6627007722854614,9,0.9,1,10,10
