model,query_id,query,family,language,extra_docs,n_trials,pool_docs,top1_score_mean,top1_score_std,top10_mean_score_mean,top10_mean_score_std,iaea_priority_top10_mean,iaea_priority_top10_std,first_iaea_rank_mean,first_iaea_rank_std
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,10,58.0,0.631607711315155,0.0,0.6140276432037354,0.0006068119069715342,0.3,0.0,4.0,0.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,10,63.0,0.631607711315155,0.0,0.6144515156745911,0.00011049074914400606,0.3,0.0,4.0,0.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,51,10,64.0,0.631607711315155,0.0,0.6144864559173584,0.0,0.3,0.0,4.0,0.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,0,1,13.0,0.5899688601493835,,0.541336715221405,,1.0,,1.0,
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,5,10,18.0,0.5899688601493835,0.0,0.5547309458255768,0.007005079379506554,0.61,0.15951314818673865,1.0,0.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,10,10,23.0,0.5969123184680939,0.009081999731877793,0.5634056508541108,0.01122898586726471,0.45999999999999996,0.12649110640673517,1.7,0.9486832980505138
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,15,10,28.0,0.5959011733531951,0.007796404940991191,0.5659940302371979,0.007495048099879461,0.39,0.0875595035770913,1.5,0.7071067811865476
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,20,10,33.0,0.6001312613487244,0.008960260840832892,0.5742249488830566,0.007312327839349053,0.32,0.04216370213557841,2.3,1.3374935098492589
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,25,10,38.0,0.603004664182663,0.008995559401702276,0.5774329602718353,0.007137685554436229,0.31,0.05676462121975467,2.9,1.3703203194062976
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,30,10,43.0,0.6042013168334961,0.0055963341775182055,0.577660983800888,0.00536634245291021,0.31,0.05676462121975468,2.6,1.07496769977314
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,35,10,48.0,0.6042013168334961,0.005596334177518218,0.5803939640522003,0.0051692370644473695,0.27999999999999997,0.04216370213557838,2.6,1.0749676997731399
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,40,10,53.0,0.6057180345058442,0.005919428134172392,0.5818958103656768,0.0055462529843001655,0.26,0.051639777949432204,3.0,1.05409255338946
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,45,10,58.0,0.6085914373397827,0.0,0.5865614175796509,0.0020294859035778524,0.22000000000000003,0.04216370213557838,4.0,0.0
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,50,10,63.0,0.6085914373397827,0.0,0.5868852138519287,0.001916907060379535,0.21000000000000002,0.03162277660168379,3.9,0.31622776601683794
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_zh,中子电流测量跨通道同步零值闪断,observation_derived,zh,51,10,64.0,0.6085914373397827,0.0,0.5874913930892944,0.0,0.2,0.0,4.0,0.0
