experiment,extra_docs,query_mode,relevance,n_trials,n_probes_per_trial,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem,n_probes
corpus_decay,0,first_sentence,relaxed_doc,1,80,0.55,0.0,0.0,0.6625,0.0,0.0,0.775,0.0,0.0,0.6114186507936508,0.0,0.0,
corpus_decay,0,first_sentence,strict,1,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.6,0.0,0.0,0.48343253968253974,0.0,0.0,
corpus_decay,5,first_sentence,relaxed_doc,10,80,0.5375,0.014433756729740678,0.0045643546458763945,0.66125,0.003952847075210461,0.0012499999999999957,0.75625,0.013501543121683028,0.004269562819149828,0.6008958333333333,0.010365016981113466,0.003277706164664101,
corpus_decay,5,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.5974999999999999,0.00527046276694728,0.0016666666666666607,0.48251736111111115,0.001270347642265182,0.0004017191969782757,
corpus_decay,10,first_sentence,relaxed_doc,10,80,0.5325,0.014672347384715867,0.004639803635691693,0.6587500000000001,0.0060380736442455785,0.0019094065395649266,0.7425,0.013437096247164246,0.004249182927993986,0.5948407738095238,0.011106814401826487,0.0035122831058532317,
corpus_decay,10,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.595,0.006454972243679006,0.002041241452319308,0.48175099206349203,0.0011813495877269116,0.0003735755410117937,
corpus_decay,15,first_sentence,relaxed_doc,10,80,0.5149999999999999,0.011486707293408524,0.003632415786283896,0.65125,0.003952847075210461,0.0012499999999999957,0.7262500000000001,0.003952847075210496,0.0012500000000000067,0.580484623015873,0.008266431528829474,0.0026140751752928987,
corpus_decay,15,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.585,0.007905694150420967,0.0025000000000000057,0.48018849206349207,0.001685846431114186,0.000533111450758698,
corpus_decay,20,first_sentence,relaxed_doc,10,80,0.5075,0.014672347384715831,0.004639803635691681,0.6525000000000001,0.009860132971832697,0.0031180478223116186,0.725,0.0,0.0,0.5743338293650794,0.011698761490072443,0.0036994732111694227,
corpus_decay,20,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.58,0.006454972243679063,0.0020412414523193257,0.47907043650793646,0.0013177986812095161,0.0004167245330188204,
corpus_decay,25,first_sentence,relaxed_doc,10,80,0.5025,0.014191155304938663,0.004487637339278752,0.65125,0.0070955776524693325,0.002243818669639376,0.725,0.0,0.0,0.568389384920635,0.010584241727524637,0.0033470311164773133,
corpus_decay,25,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.58,0.006454972243679063,0.0020412414523193257,0.47862599206349205,0.002045764657769668,0.0006469275875227031,
corpus_decay,30,first_sentence,relaxed_doc,10,80,0.49874999999999997,0.009223309842157763,0.0029166666666666633,0.64375,0.006588078458684159,0.0020833333333333446,0.725,0.0,0.0,0.5655882936507937,0.009201307390170391,0.002909708880427804,
corpus_decay,30,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.57875,0.006038073644245631,0.0019094065395649433,0.4783343253968254,0.001638800609675135,0.0005182342557445999,
corpus_decay,35,first_sentence,relaxed_doc,10,80,0.495,0.006454972243679034,0.002041241452319317,0.6399999999999999,0.005270462766947327,0.0016666666666666754,0.725,0.0,0.0,0.5607336309523809,0.004936951940492068,0.0015612012830742996,
corpus_decay,35,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.5774999999999999,0.005270462766947327,0.0016666666666666754,0.4776121031746031,0.0012731271042032014,0.0004025981400176644,
corpus_decay,40,first_sentence,relaxed_doc,10,80,0.48875,0.003952847075210477,0.001250000000000001,0.6387499999999999,0.003952847075210496,0.0012500000000000067,0.725,0.0,0.0,0.5546135912698412,0.0021790489485955205,0.000689075781055701,
corpus_decay,40,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.575,0.0,0.0,0.4770287698412698,0.0008852464433320812,0.00027993950514925537,
corpus_decay,45,first_sentence,relaxed_doc,10,80,0.48875,0.003952847075210477,0.001250000000000001,0.6387499999999999,0.003952847075210496,0.0012500000000000067,0.725,0.0,0.0,0.5561200396825396,0.0031563800922918043,0.000998135025285458,
corpus_decay,45,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.575,0.0,0.0,0.4770287698412698,0.0008852464433320812,0.00027993950514925537,
corpus_decay,49,first_sentence,relaxed_doc,10,80,0.4875,0.0,0.0,0.6375,0.0,0.0,0.725,0.0,0.0,0.5524255952380952,0.0,0.0,
corpus_decay,49,first_sentence,strict,10,80,0.4375,0.0,0.0,0.5375,0.0,0.0,0.575,0.0,0.0,0.4765079365079365,0.0,0.0,
query_construction,0,domain_term,relaxed_doc,1,,0.6,0.49613893835683387,0.07844645405527362,0.8,0.40509574683346666,0.06405126152203486,0.85,0.36162028533978946,0.05717718748968655,0.687142857142857,0.4104158017161049,0.06489243605734668,40
