relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
relaxed_doc,0.7750,0.7562,0.7425,0.7263,0.7250,0.7250,0.7250,0.7250,0.7250,0.7250,0.7250
strict,0.6000,0.5975,0.5950,0.5850,0.5800,0.5800,0.5787,0.5775,0.5750,0.5750,0.5750
