experiment,extra_docs,query_mode,relevance,n_probes,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem
corpus_decay,0,first_sentence,relaxed_doc,80,0.55,0.5006325113218328,0.055972416353102565,0.6625,0.47584036255125667,0.053200569855137755,0.775,0.4202169421632268,0.04698168239870363,0.6114186507936508,0.4481798101806604,0.050108026085345446
corpus_decay,0,first_sentence,strict,80,0.4375,0.49920823386588253,0.055813177292586294,0.5375,0.501737487466418,0.056095956441742964,0.6,0.49298881801065664,0.05511782546095504,0.48343253968253974,0.47206866537859077,0.05277888129170652
corpus_decay,5,first_sentence,relaxed_doc,800,0.5375,0.4989036791820408,0.01763890873542694,0.66125,0.4735808125151167,0.0167436101984637,0.75625,0.4296122039784939,0.015189085135684566,0.6008958333333333,0.4476387884527239,0.015826421141852575
corpus_decay,5,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.5975,0.4907084097804791,0.017349162207052196,0.48251736111111115,0.4699625327357802,0.01661568469005375
corpus_decay,10,first_sentence,relaxed_doc,800,0.5325,0.4992547637719005,0.017651321450139933,0.65875,0.47442574469988724,0.0167734830623384,0.7425,0.43753061755907674,0.015469043332638054,0.5948407738095238,0.4498420496847333,0.015904318189746535
corpus_decay,10,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.595,0.4911991406188338,0.017366512162229095,0.4817509920634921,0.4704450303680457,0.01663274355743782
corpus_decay,15,first_sentence,relaxed_doc,800,0.515,0.5000876018378079,0.017680766722341604,0.65125,0.47687283118395596,0.016860000634690148,0.72625,0.4461611392790204,0.01577417835430555,0.580484623015873,0.4508510969460081,0.015939993397795792
corpus_decay,15,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.585,0.4930302714445644,0.017431252413434788,0.48018849206349207,0.471573992009351,0.016672658379051145
corpus_decay,20,first_sentence,relaxed_doc,800,0.5075,0.5002565049186185,0.01768673834803183,0.6525,0.47647406479054294,0.016845902113645565,0.725,0.44679361081301194,0.015796539599835194,0.5743338293650794,0.4506771734391224,0.01593384427323946
corpus_decay,20,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.58,0.4938672707331158,0.01746084480707394,0.4790704365079365,0.47225299342737204,0.01669666470440704
corpus_decay,25,first_sentence,relaxed_doc,800,0.5025,0.5003065393252566,0.017688507331443153,0.65125,0.47687283118395596,0.016860000634690148,0.725,0.44679361081301194,0.015796539599835194,0.568389384920635,0.4515216029064916,0.015963699363369988
corpus_decay,25,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.58,0.4938672707331158,0.01746084480707394,0.4786259920634921,0.4723299027666588,0.016699383860174354
corpus_decay,30,first_sentence,relaxed_doc,800,0.49875,0.5003112297943381,0.017688673164567875,0.64375,0.47918990620395974,0.016941921607648278,0.725,0.44679361081301194,0.015796539599835194,0.5655882936507937,0.45134313043950613,0.01595738940878696
corpus_decay,30,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.57875,0.49406838287700455,0.01746795519511007,0.4783343253968254,0.4725182367044809,0.016706042470402433
corpus_decay,35,first_sentence,relaxed_doc,800,0.495,0.5002877770091739,0.017687843983396512,0.64,0.4803002815432896,0.0169811793042534,0.725,0.44679361081301194,0.015796539599835194,0.5607336309523809,0.4519070664702959,0.015977327558363303
corpus_decay,35,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.5775,0.49426624799280106,0.01747495078336707,0.4776121031746032,0.4727712401513796,0.016714987493050715
corpus_decay,40,first_sentence,relaxed_doc,800,0.48875,0.5001861355663169,0.01768425041572182,0.63875,0.4806633271246655,0.016994014903876937,0.725,0.44679361081301194,0.015796539599835194,0.5546135912698413,0.45221482890022036,0.015988208603423006
corpus_decay,40,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.575,0.4946522526622413,0.017488598109333613,0.4770287698412698,0.47314605012948896,0.016728239026909588
corpus_decay,45,first_sentence,relaxed_doc,800,0.48875,0.5001861355663169,0.01768425041572182,0.63875,0.4806633271246655,0.016994014903876937,0.725,0.44679361081301194,0.015796539599835194,0.5561200396825396,0.4514770769156738,0.01596212513186767
corpus_decay,45,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.575,0.4946522526622413,0.017488598109333613,0.4770287698412698,0.47314605012948896,0.016728239026909588
corpus_decay,49,first_sentence,relaxed_doc,800,0.4875,0.500156421089389,0.017683199850315065,0.6375,0.4810228463632515,0.017006725828455495,0.725,0.44679361081301194,0.015796539599835194,0.5524255952380952,0.45276618200531404,0.016007701879395007
corpus_decay,49,first_sentence,strict,800,0.4375,0.49638871078041025,0.017549991174863798,0.5375,0.4989036791820408,0.01763890873542694,0.575,0.4946522526622413,0.017488598109333613,0.47650793650793655,0.47323983696580546,0.01673155489230686
query_construction,0,domain_term,relaxed_doc,40,0.6,0.49613893835683387,0.07844645405527362,0.8,0.40509574683346666,0.06405126152203486,0.85,0.36162028533978946,0.05717718748968655,0.687142857142857,0.4104158017161049,0.06489243605734668
query_construction,0,domain_term,strict,40,0.45,0.5038314736557788,0.07966275068156914,0.5,0.5063696835418333,0.08006407690254357,0.6,0.49613893835683387,0.07844645405527362,0.48176587301587304,0.4830219340973217,0.07637247357836417
query_construction,0,first_sentence,relaxed_doc,80,0.55,0.5006325113218328,0.055972416353102565,0.6625,0.47584036255125667,0.053200569855137755,0.775,0.4202169421632268,0.04698168239870363,0.6114186507936508,0.4481798101806604,0.050108026085345446
query_construction,0,first_sentence,strict,80,0.4375,0.49920823386588253,0.055813177292586294,0.5375,0.501737487466418,0.056095956441742964,0.6,0.49298881801065664,0.05511782546095504,0.48343253968253974,0.47206866537859077,0.05277888129170652
query_construction,0,random_window,relaxed_doc,80,0.55,0.5006325113218328,0.055972416353102565,0.825,0.3823643964146892,0.0427496391279461,0.9125,0.28434913465623,0.03179119972172858,0.6637103174603174,0.3933590967882395,0.043978883999321136
query_construction,0,random_window,strict,80,0.3125,0.4664368029425214,0.05214921992935759,0.5375,0.501737487466418,0.056095956441742964,0.6125,0.4902530991904312,0.05481196279848756,0.4075148809523809,0.43001621689089664,0.04807727461976691
query_construction,0,title,relaxed_doc,80,0.6125,0.4902530991904312,0.05481196279848756,0.8,0.4025236843413021,0.045003516037040954,0.8,0.4025236843413021,0.045003516037040954,0.659375,0.43799700522067325,0.04896955388073778
