scope,extra_docs,query_tag,lang,query,n_trials,pool_docs_mean,pool_chunks_mean,top1_score_mean,top1_score_std,top3_mean_score_mean,top3_mean_score_std,top10_mean_score_mean,top10_mean_score_std,max_score_mean,max_score_std,iaea_purity_topk_mean,iaea_purity_topk_std,first_iaea_rank_mean,first_iaea_rank_std
IAEA_only,0,core_term,en,neutron,1,13.0,8325.0,0.6627007722854614,0.0,0.6589945157368978,0.0,0.6485521376132966,0.0,0.6627007722854614,0.0,1.0,0.0,1.0,0.0
IAEA_only,0,core_term,zh,中子,1,13.0,8325.0,0.5076654553413391,0.0,0.5060307582219442,0.0,0.5011498898267746,0.0,0.5076654553413391,0.0,1.0,0.0,1.0,0.0
IAEA_only,0,phrase,en,neutron measurement current,1,13.0,8325.0,0.6875819563865662,0.0,0.6840069890022278,0.0,0.6629838109016418,0.0,0.6875819563865662,0.0,1.0,0.0,1.0,0.0
IAEA_only,0,phrase,zh,中子测量电流,1,13.0,8325.0,0.5381004810333252,0.0,0.5378838380177816,0.0,0.5363581895828247,0.0,0.5381004810333252,0.0,1.0,0.0,1.0,0.0
IAEA_plus_10,10,core_term,en,neutron,10,23.0,13387.1,0.6627007722854614,0.0,0.6592686216036479,0.000577865905963233,0.6495253658294677,0.0015621748767524416,0.6627007722854614,0.0,0.86,0.19550504398153576,1.0,0.0
IAEA_plus_10,10,core_term,zh,中子,10,23.0,13387.1,0.5848131656646729,0.03699496242200138,0.5818508684635162,0.03695991536489214,0.5763386565446853,0.036550572133342375,0.5848131656646729,0.03699496242200138,0.0,0.0,0.0,0.0
IAEA_plus_10,10,phrase,en,neutron measurement current,10,23.0,13387.1,0.6875819563865662,0.0,0.6840439438819885,7.79077271344024e-05,0.6646633988618851,0.0023270031151971416,0.6875819563865662,0.0,0.9099999999999999,0.11005049346146119,1.0,0.0
IAEA_plus_10,10,phrase,zh,中子测量电流,10,23.0,13387.1,0.6328239440917969,0.039568257601890616,0.630071763197581,0.04023914120199697,0.6238504439592362,0.04106758824751108,0.6328239440917969,0.039568257601890616,0.0,0.0,0.0,0.0
IAEA_plus_15,15,core_term,en,neutron,10,28.0,15218.5,0.6627007722854614,0.0,0.6599047740300497,0.0007982478166687335,0.651785712838173,0.002298643749059935,0.6627007722854614,0.0,0.67,0.20027758514399735,1.0,0.0
IAEA_plus_15,15,core_term,zh,中子,10,28.0,15218.5,0.5958882808685303,0.03238117272935861,0.5934190511703491,0.032558643860052736,0.5902888089418411,0.033074105362981006,0.5958882808685303,0.03238117272935861,0.0,0.0,0.0,0.0
IAEA_plus_15,15,phrase,en,neutron measurement current,10,28.0,15218.5,0.6875819563865662,0.0,0.6842570503552755,0.0002867018422663448,0.6687085777521133,0.005350356004247099,0.6875819563865662,0.0,0.7300000000000001,0.23118054512532937,1.0,0.0
IAEA_plus_15,15,phrase,zh,中子测量电流,10,28.0,15218.5,0.6429718255996704,0.03534685487489274,0.6408457001050313,0.03590044910123121,0.6382105499505997,0.03636724948919443,0.6429718255996704,0.03534685487489274,0.0,0.0,0.0,0.0
IAEA_plus_20,20,core_term,en,neutron,10,33.0,16669.7,0.6627007722854614,0.0,0.6604879160722097,0.00056306555341384,0.6542225754261016,0.00233318216613882,0.6627007722854614,0.0,0.49000000000000005,0.2024845673131659,1.0,0.0
IAEA_plus_20,20,core_term,zh,中子,10,33.0,16669.7,0.6159412384033203,0.002123885591844342,0.6140268087387085,0.0026028445526313465,0.6109565663337707,0.002590093234422914,0.6159412384033203,0.002123885591844342,0.0,0.0,0.0,0.0
IAEA_plus_20,20,phrase,en,neutron measurement current,10,33.0,16669.7,0.6875819563865662,0.0,0.684451675415039,0.00026879921505598275,0.6726156550645828,0.005433642977585143,0.6875819563865662,0.0,0.58,0.2440400695696417,1.0,0.0
IAEA_plus_20,20,phrase,zh,中子测量电流,10,33.0,16669.7,0.6650213599205017,0.0013949741613056227,0.6634973386923473,0.0015438741591140442,0.6611549770832061,0.0019044032369451886,0.6650213599205017,0.0013949741613056227,0.0,0.0,0.0,0.0
IAEA_plus_25,25,core_term,en,neutron,10,38.0,19656.6,0.6627007722854614,0.0,0.6604892154534657,0.0005592383097817792,0.6539954090118407,0.0015061936027835645,0.6627007722854614,0.0,0.47000000000000003,0.09486832980505139,1.0,0.0
IAEA_plus_25,25,core_term,zh,中子,10,38.0,19656.6,0.6106264770030976,0.010863069483242008,0.6073336402575176,0.013156138813946922,0.6019626724720001,0.015805187154962468,0.6106264770030976,0.010863069483242008,0.0,0.0,0.0,0.0
IAEA_plus_25,25,phrase,en,neutron measurement current,10,38.0,19656.6,0.6875819563865662,0.0,0.6844795962174735,0.0002880516307155232,0.6737896394729614,0.003988509270589369,0.6875819563865662,0.0,0.49000000000000005,0.14491376746189435,1.0,0.0
IAEA_plus_25,25,phrase,zh,中子测量电流,10,38.0,19656.6,0.6601209700107574,0.014111405690438443,0.6560918986797333,0.016015027345677595,0.6500242739915848,0.019990922212796983,0.6601209700107574,0.014111405690438443,0.0,0.0,0.0,0.0
