series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
neutron measurement current(chinese),0.538,0.611,0.623,0.650,0.655,0.664,0.665,0.666,0.667,0.669,0.669
neutron measurement current(english),0.663,0.665,0.665,0.667,0.671,0.674,0.671,0.673,0.672,0.675,0.676
neutron(chinese),0.506,0.569,0.574,0.601,0.605,0.613,0.614,0.615,0.616,0.617,0.618
neutron(english),0.657,0.658,0.659,0.660,0.660,0.662,0.662,0.662,0.663,0.663,0.664
