scope,extra_docs,query_tag,lang,query,n_trials,pool_docs_mean,pool_chunks_mean,top1_score_mean,top1_score_std,top3_mean_score_mean,top3_mean_score_std,top10_mean_score_mean,top10_mean_score_std,max_score_mean,max_score_std,iaea_purity_topk_mean,iaea_purity_topk_std,first_iaea_rank_mean,first_iaea_rank_std
IAEA_only,0,core_term,en,neutron,1,13.0,11021.0,0.6747454404830933,0.0,0.6671102444330851,0.0,0.6574810564517974,0.0,0.6747454404830933,0.0,1.0,0.0,1.0,0.0
IAEA_only,0,core_term,zh,中子,1,13.0,11021.0,0.5199806690216064,0.0,0.5117481549580892,0.0,0.5055751204490662,0.0,0.5199806690216064,0.0,1.0,0.0,1.0,0.0
IAEA_only,0,phrase,en,neutron measurement current,1,13.0,11021.0,0.6875819563865662,0.0,0.6847183704376221,0.0,0.6631197154521942,0.0,0.6875819563865662,0.0,1.0,0.0,1.0,0.0
IAEA_only,0,phrase,zh,中子测量电流,1,13.0,11021.0,0.5419148206710815,0.0,0.540975828965505,0.0,0.5378286182880402,0.0,0.5419148206710815,0.0,1.0,0.0,1.0,0.0
IAEA_plus_10,10,core_term,en,neutron,10,23.0,17552.1,0.6747454404830933,0.0,0.667919929822286,0.001706966678689733,0.6588605111837387,0.0023740932302898383,0.6747454404830933,0.0,0.89,0.17919573407620817,1.0,0.0
IAEA_plus_10,10,core_term,zh,中子,10,23.0,17552.1,0.583816409111023,0.035908579690084735,0.5810282627741497,0.03686832049199066,0.5737050974369049,0.03660608706794985,0.583816409111023,0.035908579690084735,0.0,0.0,0.0,0.0
IAEA_plus_10,10,phrase,en,neutron measurement current,10,23.0,17552.1,0.6875819563865662,0.0,0.6847183704376221,0.0,0.6646192896366119,0.0008977603800534188,0.6875819563865662,0.0,0.9099999999999999,0.05676462121975466,1.0,0.0
IAEA_plus_10,10,phrase,zh,中子测量电流,10,23.0,17552.1,0.6348470985889435,0.03838829743395725,0.631755785147349,0.03788096608779873,0.6231468766927719,0.03646418068240997,0.6348470985889435,0.03838829743395725,0.0,0.0,0.0,0.0
IAEA_plus_15,15,core_term,en,neutron,10,28.0,19613.6,0.6747454404830933,0.0,0.6683247725168864,0.0019555760034657664,0.6602113908529281,0.0023352002555061873,0.6747454404830933,0.0,0.74,0.15776212754932312,1.0,0.0
IAEA_plus_15,15,core_term,zh,中子,10,28.0,19613.6,0.60994091629982,0.021343726302309553,0.6073083241780599,0.02309964215492607,0.6013340342044831,0.024270371685125396,0.60994091629982,0.021343726302309553,0.0,0.0,0.0,0.0
IAEA_plus_15,15,phrase,en,neutron measurement current,10,28.0,19613.6,0.6891809582710267,0.0033709919585309454,0.6855962196985881,0.0018506687379653821,0.6672060894966125,0.004260748073371929,0.6891809582710267,0.0033709919585309454,0.77,0.20027758514399735,1.2,0.4216370213557839
IAEA_plus_15,15,phrase,zh,中子测量电流,10,28.0,19613.6,0.6607784569263458,0.024499996029320584,0.6582011997699737,0.025217616801046446,0.6503060048818587,0.026706802644075316,0.6607784569263458,0.024499996029320584,0.0,0.0,0.0,0.0
IAEA_plus_20,20,core_term,en,neutron,10,33.0,21725.9,0.6747454404830933,0.0,0.6675150871276856,0.0012802250090172996,0.6603022432327271,0.0010897746649783907,0.6747454404830933,0.0,0.6699999999999999,0.0674948557710553,1.0,0.0
IAEA_plus_20,20,core_term,zh,中子,10,33.0,21725.9,0.6188527643680573,0.004529380584514279,0.6163487275441488,0.006487651404912463,0.6049585187435149,0.022646734201949428,0.6188527643680573,0.004529380584514279,0.0,0.0,0.0,0.0
IAEA_plus_20,20,phrase,en,neutron measurement current,10,33.0,21725.9,0.6923789620399475,0.004128605112713064,0.68735191822052,0.0022665970454678465,0.671138082742691,0.00518871344785092,0.6923789620399475,0.004128605112713064,0.6100000000000001,0.2330951164939612,1.6,0.5163977794943222
IAEA_plus_20,20,phrase,zh,中子测量电流,10,33.0,21725.9,0.6713683247566223,0.001536655656020954,0.6678974688053131,0.004935566736438631,0.6554618126153946,0.021602571389865072,0.6713683247566223,0.001536655656020954,0.0,0.0,0.0,0.0
IAEA_plus_25,25,core_term,en,neutron,10,38.0,26402.6,0.6747454404830933,0.0,0.6695393006006876,0.0020905986853615847,0.6617164462804794,0.0018017797778852812,0.6747454404830933,0.0,0.62,0.07888106377466156,1.0,0.0
IAEA_plus_25,25,core_term,zh,中子,10,38.0,26402.6,0.6183285295963288,0.0050524044233282665,0.6168679098288219,0.005200590483678588,0.6127516514062881,0.007742494554045841,0.6183285295963288,0.0050524044233282665,0.0,0.0,0.0,0.0
IAEA_plus_25,25,phrase,en,neutron measurement current,10,38.0,26402.6,0.6939779639244079,0.0033709919585309454,0.688229767481486,0.0018506687379653821,0.6737006306648254,0.0033979322134884,0.6939779639244079,0.0033709919585309454,0.48,0.13165611772087665,1.8,0.4216370213557839
IAEA_plus_25,25,phrase,zh,中子测量电流,10,38.0,26402.6,0.6695858478546143,0.003832220338589782,0.6686149716377259,0.004118770200808224,0.6637149411439895,0.007601957617657029,0.6695858478546143,0.003832220338589782,0.0,0.0,0.0,0.0
IAEA_plus_30,30,core_term,en,neutron,10,43.0,28013.5,0.6747454404830933,0.0,0.6699441432952881,0.0019555760034657664,0.6623505967855453,0.001964263048041834,0.6747454404830933,0.0,0.61,0.11005049346146119,1.0,0.0
IAEA_plus_30,30,core_term,zh,中子,10,43.0,28013.5,0.6199781179428101,0.0034754863446142324,0.6185038149356842,0.003358289421506611,0.6143675416707992,0.005222703452359662,0.6199781179428101,0.0034754863446142324,0.0,0.0,0.0,0.0
IAEA_plus_30,30,phrase,en,neutron measurement current,10,43.0,28013.5,0.6915794610977173,0.004213739948163682,0.6869129935900371,0.002313335922456728,0.6713611000776291,0.0041493174994743295,0.6915794610977173,0.004213739948163682,0.5599999999999999,0.17763883459298968,1.5,0.5270462766947299
IAEA_plus_30,30,phrase,zh,中子测量电流,10,43.0,28013.5,0.6708829760551452,0.0020491811321442194,0.6696843882401784,0.0026768381069588866,0.6649934899806976,0.004985606340475324,0.6708829760551452,0.0020491811321442194,0.0,0.0,0.0,0.0
IAEA_plus_35,35,core_term,en,neutron,10,48.0,30316.9,0.6747454404830933,0.0,0.6695393006006876,0.0020905986853615847,0.6620258677005768,0.0020491284621462005,0.6747454404830933,0.0,0.6,0.12472191289246472,1.0,0.0
IAEA_plus_35,35,core_term,zh,中子,10,48.0,30316.9,0.6192125737667084,0.0037873760342147164,0.6178788979848225,0.0035725296103166684,0.6148574358224869,0.003075736188830513,0.6192125737667084,0.0037873760342147164,0.0,0.0,0.0,0.0
IAEA_plus_35,35,phrase,en,neutron measurement current,10,48.0,30316.9,0.6931784629821778,0.003861956454263874,0.6877908428510031,0.0021202073945036895,0.6728284430503846,0.004205200405393615,0.6931784629821778,0.003861956454263874,0.52,0.17511900715418263,1.7,0.48304589153964794
IAEA_plus_35,35,phrase,zh,中子测量电流,10,48.0,30316.9,0.6713683247566223,0.001536655656020954,0.6699268976847331,0.002269116891465745,0.666271333694458,0.0028779581664994266,0.6713683247566223,0.001536655656020954,0.0,0.0,0.0,0.0
IAEA_plus_40,40,core_term,en,neutron,10,53.0,33629.8,0.6747454404830933,0.0,0.6703489859898885,0.001706966678689733,0.6628246945142746,0.0014652262900427696,0.6747454404830933,0.0,0.5599999999999999,0.08432740427115676,1.0,0.0
IAEA_plus_40,40,core_term,zh,中子,10,53.0,33629.8,0.6211034715175628,0.0009101945024277502,0.6196461498737336,0.001163301763075677,0.6162821769714355,0.0016292068691461411,0.6211034715175628,0.0009101945024277502,0.0,0.0,0.0,0.0
IAEA_plus_40,40,phrase,en,neutron measurement current,10,53.0,33629.8,0.6923789620399475,0.004128605112713064,0.68735191822052,0.0022665970454678465,0.6723579323291778,0.0040605847837149964,0.6923789620399475,0.004128605112713064,0.52,0.16193277068654824,1.6,0.5163977794943222
IAEA_plus_40,40,phrase,zh,中子测量电流,10,53.0,33629.8,0.6718547999858856,1.8138820628522526e-06,0.6709642231464386,0.0010869122503492814,0.6672450798749924,0.0020369897672743334,0.6718547999858856,1.8138820628522526e-06,0.0,0.0,0.0,0.0
IAEA_plus_45,45,core_term,en,neutron,10,58.0,37023.9,0.6747454404830933,0.0,0.670753828684489,0.0012802250090172998,0.6633426934480667,0.0009276218112907792,0.6747454404830933,0.0,0.52,0.04216370213557838,1.0,0.0
IAEA_plus_45,45,core_term,zh,中子,10,58.0,37023.9,0.6214803278446197,0.0005958621720725475,0.6202290674050649,0.0007911969492183766,0.6173007959127426,0.0010966913676679242,0.6214803278446197,0.0005958621720725475,0.0,0.0,0.0,0.0
IAEA_plus_45,45,phrase,en,neutron measurement current,10,58.0,37023.9,0.6947774648666382,0.0025282439688982094,0.688668692111969,0.0013880015534740368,0.6747550159692765,0.0023716353027643695,0.6947774648666382,0.0025282439688982094,0.43,0.09486832980505136,1.9,0.31622776601683794
IAEA_plus_45,45,phrase,zh,中子测量电流,10,58.0,37023.9,0.6718555510044097,1.1874645506775849e-06,0.6715244392553965,0.0007425925800965091,0.6685633063316345,0.0012883236429105335,0.6718555510044097,1.1874645506775849e-06,0.0,0.0,0.0,0.0
IAEA_plus_49,49,core_term,en,neutron,10,62.0,39034.0,0.6747454404830933,0.0,0.6711586713790894,0.0,0.6636469006538391,0.0,0.6747454404830933,0.0,0.5,0.0,1.0,0.0
IAEA_plus_49,49,core_term,zh,中子,10,62.0,39034.0,0.6216687560081482,0.0,0.6204792658487955,0.0,0.6176476001739502,0.0,0.6216687560081482,0.0,0.0,0.0,0.0,0.0
