series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
neutron measurement current(chinese),1.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.89,0.85,0.69,0.67,0.60,0.56,0.49,0.47,0.42,0.40,0.40
neutron(chinese),1.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.86,0.81,0.65,0.63,0.58,0.55,0.52,0.51,0.50,0.50,0.50
