series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
neutron measurement current(chinese),0.542,0.608,0.638,0.653,0.658,0.664,0.667,0.669,0.670,0.670,0.671,0.671
neutron measurement current(english),0.660,0.662,0.663,0.667,0.668,0.670,0.671,0.673,0.674,0.676,0.677,0.677
neutron(chinese),0.511,0.565,0.592,0.605,0.609,0.615,0.617,0.620,0.620,0.621,0.622,0.622
neutron(english),0.659,0.660,0.661,0.663,0.663,0.664,0.664,0.665,0.666,0.666,0.666,0.666
