experiment,extra_docs,query_mode,relevance,n_probes,recall_at_1_mean,recall_at_1_std,recall_at_1_sem,recall_at_5_mean,recall_at_5_std,recall_at_5_sem,recall_at_10_mean,recall_at_10_std,recall_at_10_sem,mrr_mean,mrr_std,mrr_sem
corpus_decay,0,first_sentence,relaxed_doc,80,0.6,0.49298881801065664,0.05511782546095504,0.775,0.4202169421632268,0.04698168239870363,0.8375,0.3712363878934856,0.041505489952565686,0.6653769841269841,0.4261995658580448,0.04765056006197433
corpus_decay,0,first_sentence,strict,80,0.5,0.5031546054266276,0.05625439504630119,0.6125,0.4902530991904312,0.05481196279848756,0.6875,0.4664368029425214,0.05214921992935759,0.5610863095238094,0.4614503457598321,0.05159171706798832
corpus_decay,5,first_sentence,relaxed_doc,800,0.5975,0.4907084097804791,0.017349162207052196,0.765,0.4242640687119285,0.015,0.835,0.37141275461791307,0.013131423870475075,0.6622872023809524,0.42557627045306257,0.015046393337472033
corpus_decay,5,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.61125,0.4877712973804273,0.01724531960229301,0.6875,0.4638023725693965,0.016397890138711492,0.560327380952381,0.4591468838169716,0.016233293755382624
corpus_decay,10,first_sentence,relaxed_doc,800,0.59625,0.4909554297923114,0.017357895683324964,0.755,0.4303562572278565,0.015215391390593974,0.8225,0.38233031607267987,0.013517417957409399,0.6569965277777777,0.43044542403482033,0.015218543913287018
corpus_decay,10,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.61125,0.4877712973804273,0.01724531960229301,0.6875,0.4638023725693965,0.016397890138711492,0.5587083333333333,0.459879923159613,0.016259210609885538
corpus_decay,15,first_sentence,relaxed_doc,800,0.5925,0.4916766543324173,0.01738339482147832,0.74625,0.43542844982688983,0.015394720479707007,0.805,0.3964485645457844,0.014016573419099843,0.6504250992063493,0.43512441659459844,0.015383971281694043
corpus_decay,15,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.60625,0.4888861826893154,0.01728473675040101,0.6875,0.4638023725693965,0.016397890138711492,0.5566071428571429,0.4608013591601592,0.01629178829210632
corpus_decay,20,first_sentence,relaxed_doc,800,0.595,0.4911991406188338,0.017366512162229095,0.7325,0.44293225919184415,0.015660020204041523,0.8025,0.3983617892618843,0.014084216127634238,0.6486542658730159,0.4379619751529726,0.015484294126626056
corpus_decay,20,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.6,0.49020442212340015,0.017331343552554453,0.6875,0.4638023725693965,0.016397890138711492,0.5549315476190476,0.461722555129355,0.016324357487937324
corpus_decay,25,first_sentence,relaxed_doc,800,0.5925,0.4916766543324173,0.01738339482147832,0.73125,0.44358696920565793,0.015683167698565446,0.80125,0.39930908727949077,0.014117708170236944,0.6466185515873016,0.4384451726320135,0.01550137773733016
corpus_decay,25,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.60125,0.48994744424545505,0.01732225801254896,0.6875,0.4638023725693965,0.016397890138711492,0.5543407738095238,0.4618854475188451,0.016330116603597927
corpus_decay,30,first_sentence,relaxed_doc,800,0.59375,0.4914395471832416,0.01737501181782582,0.72125,0.44866475522178334,0.015862694544836273,0.79,0.4075630436425498,0.014409529596033789,0.6443621031746032,0.4416080248742366,0.015613201450748513
corpus_decay,30,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.59375,0.4914395471832416,0.01737501181782582,0.6875,0.4638023725693965,0.016397890138711492,0.5532916666666666,0.46253881794329055,0.016353216736485533
corpus_decay,35,first_sentence,relaxed_doc,800,0.59,0.49214098939409856,0.017399811545021193,0.71625,0.45109899176951096,0.015948757803331787,0.7925,0.4057703315330491,0.014346147651566629,0.6433859126984127,0.4404514214827433,0.015572309345685098
corpus_decay,35,first_sentence,strict,800,0.5,0.5003127932742599,0.017688728441930625,0.59625,0.4909554297923114,0.017357895683324964,0.6875,0.4638023725693965,0.016397890138711492,0.553483630952381,0.4623649653817658,0.016347070120226494
