relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+49
relaxed_doc,0.8375,0.8350,0.8225,0.8050,0.8025,0.8012,0.7900,0.7925,0.7875,0.7888,0.7875
strict,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875
