relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
relaxed_doc,0.8625,0.8425,0.8287,0.8162,0.8150,0.8050,0.7963,0.7888,0.7850,0.7825,0.7750,0.7750
strict,0.7625,0.7512,0.7475,0.7425,0.7425,0.7413,0.7338,0.7300,0.7288,0.7288,0.7250,0.7250
