relevance,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
relaxed_doc,0.8500,0.8300,0.8200,0.8200,0.8137,0.8137,0.8050,0.8025,0.8000,0.8000,0.8000,0.8000
strict,0.6250,0.6238,0.6175,0.6163,0.6088,0.6138,0.6050,0.6025,0.6000,0.6000,0.6000,0.6000
