series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
neutron measurement current(chinese),1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron measurement current(english),1.00,0.80,0.91,0.73,0.55,0.42,0.42,0.44,0.40,0.31,0.30,0.30
neutron(chinese),1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neutron(english),1.00,0.87,0.88,0.66,0.49,0.50,0.42,0.43,0.43,0.45,0.41,0.40
