series,0_IAEA_only,+5,+10,+15,+20,+25,+30,+35,+40,+45,+50,+51
neutron measurement current(chinese),0.537,0.598,0.623,0.638,0.661,0.650,0.662,0.663,0.663,0.663,0.664,0.664
neutron measurement current(english),0.660,0.664,0.661,0.666,0.671,0.674,0.674,0.673,0.675,0.677,0.678,0.678
neutron(chinese),0.504,0.556,0.576,0.590,0.611,0.602,0.612,0.614,0.614,0.614,0.615,0.615
neutron(english),0.650,0.651,0.651,0.653,0.655,0.655,0.656,0.657,0.656,0.656,0.657,0.657
